,Unnamed: 0,title,sub_title,intro,link_url,image_url
108,108.0,온니포유,콘서트 ,오직 당신만을 위한 특별한 소규모 마술공연 . 문엔트리는 여러분들의 경험과 감성에 집중합니다.,,
109,109.0,VIP 매직쇼,콘서트 ,요즘같은 시기에 맞춰진 안전한 공연 오직 한 가족만을 위한 매직쇼 고급스러운 공간 VIP석에서 40분동안의 감성 가득한 시간.,,
110,110.0,늘근도둑이야기,연극 ,대통령 취임 특사로 감옥에서 풀려난 두 늙은 도둑. 노후 대책을 위한 마지막 한탕을 꿈꾸며 '그분'의 미술관에 잠입하게 된다. 엄청난 부를 축척하고 엄청난 권위를 자랑하는 '그분'의 미술관엔 세계적인 현대 미술가들의 작품이 소장되어 있지만 작품의 가치를 모르는 두 늙은 도둑은 '그분'의 금고만을 노린다.,,
111,111.0,로멘틱 매직쇼,콘서트 ,오직 커플만을 위한 미니멀 매직쇼 도심 속 우리만의 공간에서 1시간 동안 기억에 남을 만한 공연을 즐기실 수 있습니다. 문엔트리는 여러분의 경험과 감성 그리고 추억에 집중합니다.,,
112,112.0,"잇츠, 홈쑈핑주식회사",연극 ,백종원도 청국장 비법 배우러 왔다 욕만 먹고 갈 정도로 엄청난 손맛을 지닌 맛집 사장이자 억척스럽고 괴팍하고 손님 안보는 등 뒤에 대고 꼭 니킥(발길질) 한 번 날려야 직성이 풀리는 열 뻗치는 스타일의 주인공 욕쟁이 할매.,,
113,113.0,서울 코미디 클럽,콘서트 ,최상의 라인업과 최고의 웃음 서울 코미디 올스타스 매일 같은 하루의 반복 매일 같은 하루의 일상 무엇인가 새로운 자극이 필요하지는 않으세요? 그렇다면 2021년 12월 17일(금) 대한민국 최초의 극장 우미관 극장에서 시작되는 서울 코미디 클럽에서 새로운 재미를 즐겨보시기 바랍니다. 넷플릭스에서도 볼 수 없는 새로운 재미를 만나게 될 것입니다.,,
114,114.0,매직쇼 블루문,콘서트 ,당신에게 행복이란 무엇인가요? Once in a BlueMoon 처럼 가끔 일어나는 특별한 무언가가 행복일까요? 지친 일상에 행복 한 스푼 딱 20명과 함께 60분동안 웃음과 감동으로 가득한 힐링 타임 연인과 친구와 가족들과 가까운 거리에서 함께하는 감성 마술 공연. 최민수 마술사와 함께 문엔트리에서 만들어가는 특별한 시간을 여러분에게 선물합니다. 문엔트리는 여러분의 감성과 경험 그리고 추억에 집중합니다.,,
115,115.0,류건하의 없을무,콘서트 ,"바쁜 하루, 정신 없이 일주일이 지나쳐가는 요즘, 하루쯤은 쉬어가는 시간을 가져보는 것은 어때요? 잠시 멈춰서 쉼터에 앉아 편안하게 나를 위한 시간을 가져보아요. 해가 저물어갈 때 아무 것도 생각하지 말고 아무 일도 하지말고 고민들은 잠시 내려놓으며 쉬어가세요. 소소하고 소박하지만 편안한 내 방에 들어온 것 같은 공연 빈 마음 속을 여러분과 같이 채워 나가볼까요? 이 공연이 여러분의 쉼터가 되어드릴게요! 문엔트리는 여러분의 감성과 경험 그리고 추억에 집중합니다.",,
116,116.0,최신혁의 IMAGINE,콘서트 ,IMAGINE <신혁이의 상상은 현실이 될까?> 어릴 적 우리는 도화지가 없어도 어디에든 그림을 그리지만 지금은 도화지가 주어져도 그림을 잘 그리지 못하는 것 같아요 IMAGINE 공연은 여러분들이 정신없이 살아가고 있는 바쁜일이 반복되고 답답함을 느끼는 일상에서 잠시 벗어나 긍정의 에너지를 채우고 마음이 따뜻해질 수 있는 시간이 될 겁니다,,
117,117.0,오즈의 마법사,가족/아동 ,어느 날 갑자기 불어온 회오리바람. 회오리바람이 끝나는 곳. 마법의 나라로 오게 된 도로시. 뜻하지 않게 나쁜 마녀를 죽이고 집으로 돌아가는 길을 찾기 위해 마법사 오즈를 만나러 떠난다.,,
118,118.0,김태춘콘서트 - 부산,콘서트 ,라움 프라다바코 기획공연 엣지있는 음악살롱 시즌4 뮤지션편 '김태춘'. ,,
119,119.0,극적인 하룻밤,연극 ,"친했던 선배 형과 사랑했던 옛 애인의 결혼식에 씁쓸한 기분으로 참석한 정훈은 밥 한 끼 먹고 가려다 들린 뷔페식당에서 연어초밥 내놓으라며 막무가내로 엉겨붙는 이상한 여자 시후를 만나게 된다. 시후와의 실랑이 도중, 각자의 옛 애인이 서로 눈 맞아 결혼했다는 사실을 정훈은 뒤늦게 알게 된다. 시후는 정말 죽고 싶다며 정훈에게 하룻밤만 같이 자자고 보채고, 이에 난감해진 정훈은 엉뚱한 그녀의 매력에 자신도 모르게 호기심이 발동하는데… 어쩌다 하룻밤을 허락한 정훈, 고개 숙인 채 정훈의 뒤를 묵묵히 따라가는 시후.",,
120,120.0,뚝딱하니 어흥,가족/아동 ,사고뭉치 호랑이가 평화로운 도깨비나라로 숨어들어갔어요! 어린이 관객들은 나만의 도깨비방망이를 직접 만들어 꼬마 도깨비 대장 '뚝딱하니'와 함께 사고뭉치 호랑이를 잡으러 도깨비나라로 떠나게 됩니다.,,
121,121.0,반짝반짝 인어공주,가족/아동 ,"새로워진 반짝반짝 인어공주. 더 좋은 음악, 더 탄탄해진 스토리!! 더욱 풍성한 무대구성으로 찾아왔어요!",,
122,122.0,비누향기,연극 ,슈퍼루키 작가 성훈! 불의의 사고로 기억을 잃고 나서 쓰는 대본마다 퇴짜를 맞아 힘들어한다. 사고가 아버지 탓이라고 생각해 그 이후 아버지와의 관계도 서먹해졌다.,,
123,123.0,수상한 흥신소,연극 ,"영혼을 보는 청년 오상우. 그는 영혼들의 이루지 못한 소원을 들어주는 서비스센터를 운영하고 있다. 여느 날과 마찬가지로 영혼들의 의뢰를 해결하던 상우. 서비스센터 앞 쓰레기 무단 투기의 범인을 찾기 위해 쓰레기봉투를 뒤지던 중 의문의 버킷리스트를 발견하고, 이후 그가 벌인 일로 인해 걷잡을 수 없는 사태가 벌어지고 마는데...",,
124,124.0,매직 사이언스 콘서트,가족/아동 ,마술사 잭슨이 함께하는 '신나는 매직 & 과학체험 & 벌룬 & 레이저쇼!' 체험해보고 경험해보고 함께 이야기도 나누는 콘서트형 공연!,,
125,125.0,작업의 정석,연극 ,"선수들의 밀당 승부가 시작된다! 낭만적이면서도 카리스마 있게! 자체발광 마성의 작업남 서민준과 수줍은 듯, 도도하게! 섹시하면서도 청순한 작업녀 한지원의 밀당 로맨스!",,
126,126.0,난 토마토 절대 안 먹어,가족/아동 ,"롤라는 찰리의 여동생이에요. 엄마, 아빠가 외출을 하실 때 가끔은 찰리가 룰라의 밥을 차려 줘야 해요. 그건 무척이나 힘든 일이죠. 롤라는 무척 까다로운 아이이기 때문이에요.",,
127,127.0,설레임이 찾아왔다,연극 ,"가게서는 모두 사장! 밖에서는 불알친구? 나사장! 여사장! 공사장! 우중충했던 이놈들에게 어느 날, 핑크빛 알바생 설레임이 찾아왔다!",,
128,128.0,마술공연 빌라이 BEL!E,콘서트 ,[마술공연 BELiE] '지금부터 마술을 보여줄게' 라는 말은 지금부터 제가 하는 말의 90%는 거짓말이란 뜻이에요. 그런데 나머지 10%의 진실이 마술을 신기하게 만듭니다.,,
129,129.0,대니초~~온나 재밌쇼,콘서트 ,"이런 19금 코미디쇼는 처음이지? NVM이 제공하는 오리지널 스탠드업 코미디쇼! 대한민국에서 가장 '힙'한 스탠드업 코미디쇼!! 국내 탑티어 스탠드업 코미디언들과 함께 지금까지 어디에서도 듣도 보도 못한 색다른 즐거움을 선사합니다! 6시부터 코미디쇼로 맘껏 웃고, 11시까지 에프터 파티를 즐겨 보세요 :)",,
130,130.0,행오버,연극 ,모든 일은 파라다이스 호텔에서 일어난다. 남편(철수)의 외도를 알게 된 지연은 이벤트 업체를 이용해서 남편에게 사과를 받고 싶어한다.,,
131,131.0,운빨로맨스 - 서울,연극 ,"점에 살고 점에 죽는, 운명론자 점보늬에게 내려진 운명적인 미션!! '일주일 안에 호랑이띠 남자와 하룻밤을 보내라.'",,
132,132.0,매지컬북 앨리스인컬러랜드,가족/아동 ,3D 입체 동화구연 소규모 매직쇼. 무대 가까이서 체험하는 팝업 마술 퍼포먼스 ,,
133,133.0,로미오와 줄리엣,뮤지컬,몬테규 가의 로미오는 운명적 사랑을 찾아 헤매던 중 베로나 광장에 나온 줄리엣을 만나 첫눈에 반하게 된다. 남몰래 캐플릿 가의 가면무도회에 숨어든 로미오는 줄리엣과 재회하게 되고 둘은 피할 수 없는 사랑에 빠져들게 되지만 두 사람의 가문이 원수 지간이었음을 알게 된다.,,
134,134.0,프리즌 - 서울,뮤지컬 ,가수의 꿈을 안고 혹독한 준비를 해왔지만 사기를 당한 청년들! 갚을 돈을 만들기 위해 은행털이까지 결심하지만 준비 부족으로 결국 경찰에게 포위되고 만다.,,
135,135.0,부엌 이야기 - 제주,연극 ,"열 살에 물질을 시작해 이제 어느덧 80대가 된 해녀의 삶을 이야기 하면서, 그녀가 삶의 중요한 순간을 맞이할 때 함께한 음식을 보여줍니다. 상웨떡, 괴기반, 조배기 미역국, 뿔소라 등 해녀를 키운 음식과 그 음식을 만든 해녀의 일생, 나아가 이 모든 음식을 만든 '해녀의 부엌'이 갖는 의미를 관객과 공유하고 있습니다",,
136,136.0,빌의 구둣방 - 청주,뮤지컬 ,"19세기 후반 산업혁명이 진행되는 유럽. 산업 생산과 함께 기성 제품 유행이 시작되면서 수제시장에는 사람들의 발걸음이 끊기게 되고, 소비 형태의 획일화는 생산 전문직을 사회의 배경으로 밀어내는 추이다.",,
137,137.0,한뼘사이 - 서울,연극 ,"한 뼘 남짓한 사이를 둔 4명의 오피스텔 이웃들, 불같은 성격의 걸크러쉬 강력부 마검사와 속마음은 1도 전하지 못하는 까불이, 검사출신 야변호사의 아슬아슬 한뼘사이, 악질 범죄는 사라지고 국민을 위한 나라를 만들겠다는 신입 사회부 금기자와 인생 한방! 뭐 있나!? 나만 이렇게 사는 건 아니잖아? 알고 보면 연약한 남자, 사기꾼 금자의 한껏 좁혀진 한뼘사이! 닿을 듯 말듯한 한뼘사이에서 이들의 아슬아슬 알콩달콩한 이야기가 시작된다!",,
138,138.0,신데렐라 - 서울,가족/아동 ,어려서 부모님을 잃고 계모와 언니들에게 괴롭힘을 당하는 신데렐라. 하지만 온갖 구박을 받으면서도 용기를 잃지 않고 살아갑니다.,,
139,139.0,써니텐,뮤지컬,지난 사랑의 상처로 더 이상 사랑은 믿지 않는다! 운빨 하난 끝내주는 워커홀릭 혜영에게 꿈에 그리던 영국 유학의 기회가 찾아온다. 하지만 유학 허락과 함께 주어진 아빠의 조건. 바로 소.개.팅,,
140,140.0,아기돼지삼형제 - 서울,가족/아동 ,"옛날 어느 마을에 우애 좋은 '아기 돼지 삼 형제'가 살고 있었어요. 그러던 어느 날, 늑대가 돼지를 잡아먹으려 한다는 소식을 들은 삼 형제는 똘똘이의 지혜로 집을 짓기로 했답니다.",,
141,141.0,소믈리에 - 부산,뮤지컬,"프랑스에 유학 중인 승우는 파리 메트로에서 은하를 알게 되고, 여권도 신분증도 분실한 그녀에게 도움을 주게 된다. 점점 거부할 수 없는 감정에 이끌린 승우는 리옹역에서 그녀를 배웅하다가 티켓도 없이 무작정 기차에 따라 오르고 그렇게 둘 사이에 새로운 여정이 시작된다.",,
142,142.0,성냥팔이 소녀 - 청주,가족/아동,연말 시즌 찾아오는 극단 HI 레퍼토리 공연. 성냥팔이 소녀와 함께 가슴에 남는 잔잔한 여운을 느껴보세요.,,
143,143.0,신바람 난 삼대,연극,"아버지의 아버지, 아버지, 아버지의 아들. 이렇게 삼대가 사는 아파트. 하루하루, 매일매일이 남자들의 전쟁이다. 그런 전쟁통 속에서… 이럴수가… 오늘… 집이‥ 빈다! 삼대는 각자 사랑하는, 사랑하고 싶은, 사랑하려는 상대를 집으로 초대한다!",,
144,144.0,＃나만빼고 - 서울,연극,"고백 한 번 해보지 못하고 나 홀로 이별여행을 떠나는 찌질한 청년 진욱. 여행 도중에 만나게 되는 취준생 세 친구, 주말부부 남편, 게스트하우스에서 만나는 독특하고 재미있는 상황과 사람들 아침에 식당에서 만나는 가족 이야기…",,
145,145.0,언플러그드,연극,"자신의 음악을 고집하며 수년 째 무명가수로 활동중인 남자는 유일한 수입원이었던 라이브 바에서 잘리고, 닥치는대로 버스킹을 하기 시작한다.",,
146,146.0,판타지아드림 서커스 - 여수,뮤지컬,"‘판타지아 드림’은 국내에서 좀처럼 볼 수 없는 유럽형 서커스로 기상천외한 서커스와 환상적인 댄스쇼, 초대형 데스휠에서 펼쳐지는 스릴 넘치는 고난도의 곡예를 선보입니다.",,
147,147.0,매직프렌즈 마술쇼 - 전주,가족/아동,"2명의 미남 마술사가 펼치는 마술쇼 < 마술이란 무엇이가?>라는 주제로 마술사에게 가장 기대하는 모습, 그리고 마술사들의 은밀한 모습까지 모두다 보여주는 마술 공연.",,
148,148.0,도고 트로트 보이즈,연극,*대한민국 최초 트로트 밴드 공연! 도고 트로트 보이즈* 음악을 통해 서로의 상처를 이해하고 치유하는 과정을 그린 온가족이 함께 즐길 수 있는 창작 코미디 연극입니다.,,
149,149.0,노리야 놀러가자,가족/아동,노리야 놀러가자! 는 어린이들이 좋아하는 문화 공연의 재미들을 모아 캐릭터들과 함께 놀이도 하며 그안에서 교육적인 효과들을 배울수 있도록 하여 어린이들의 감성을 자극할 수 있도록 만들어진 아동극 / 어린이 공연 입니다.,,
150,150.0,리미트,연극,"대학로 최고의 섹시발랄 코미디! 첫사랑의 추억을 유쾌한 아이디어로 풀어내다! SNL 코리아의 감초, 크루 김민교의 못다한 끼를 풀다. 풋풋해도 가볍지 않은, 첫사랑의 느낌을 화끈한 장면과 웃음, 감수성으로 폭발하게 만들 것이다. 희극지왕 배우 김민교가 SNL 코리아에 발탁된 이유를 알 수 있는 작품! 발칙한 상상력으로 탄생한 작/연출 작! 코미디왕 배우 김민교의 연극무대 복귀로 주목 받는 대학로 최고의 섹시발랄 코믹극 연극 <발칙한 로맨스>의 연출로 컴백하다!",,
151,151.0,2시간탈출 졸탄쇼,연극,"SBS 웃찾사, 코미디빅리그의 흥행을 이끌었던 졸탄! 유튜브 누적 조회수 5000만뷰를 기록한 ""이름대소동""의 졸탄이 15배 강력해진 웃음으로 돌아왔다!",,
152,152.0,G급감성,연극,"세상살이에 지친 당신! 웃음이 필요한 당신! 당신이 꼭 봐야하는 연극!! A급 B급의 시대는 갔다..!! 이제 G급의 시대가 왔다..!! 색다른 코미디, 지금부터 G급의 시대가 펼처진다. 지루한 일상에 지친 여러분들께 특별한 추억을 선물해드립니다!",,
153,153.0,연극 라면,연극,네 남녀가 만나면서 일어나는 레트로 코믹극,,
154,154.0,자취 - 서울,연극,부모님의 반대에도 불구하고 생애 첫 독립에 성공한 그녀. 어느날 그녀의 자취방에서 들려오는 의문의 소리. 하지만 그녀의 남자친구만 나타나면 소리가 사라진다. 그리고 무언가 숨기고 있는 듯한 아래층 남자. 과연 이 방에는 어떤 비밀이 숨겨져 있을까...,,
155,155.0,끝까지 간다,연극,"그림책을 읽어주는 극단 '북(BOOK)극곰 예술여행' 배우들은 낮에는 북극곰, 저녁에는 비극 햄릿을 레파토리 극으로 운영하고 있다. 하지만 5년간 바뀌지 않는 레파토리에 싫증이 나는 배우 영현, 낭만으로 사는 배우 경구, 그리고 이제 막 대학을 졸업하고 대학로에 진출한 열정 넘치는 배우 준호. 가난한 무명의 세 배우가 이런 저런 이야기를 하며 공연을 준비한다. 그러나 공연 시작 후 관객은 오지 않고 지쳐버린다. 배우들은 타오르는 촛불을 보며 다양한 추억에 잠기던 낭만은 무대 위에서의 화려한 배우의 삶과 다르게 또 다시 가난한 연극배우의 처절한 현실로 돌아가게 된다. 한창 수다를 떨던 중 갑자기 뜬금없이 ...",,
156,156.0,지브로,뮤지컬,7년 만에 꿈속에서 만난 가족들. 비록 꿈에서 깨면 아무것도 기억나지 않겠지만 이것만으로도 행복하다. 현실과 달리 꿈속에서는 모두 행복하고 화목하기에.,,
157,157.0,연애하기 좋은 날 - 서울,연극,"갑자기 아는척 하는 저 남자 살짝 훈남이긴한데... ""전 남자친구..?"" 기억은 잘 안나는데, 우리가 볼거 못볼거 다 본 그런 사이였다고!? 연애를 책으로만 배운 저 남자 저걸 어떡하지?",,
158,158.0,라면에 파송송,뮤지컬,비정규직을 전전하는 한 가정의 가장 다훈. 우연히 보증금 백만 원과 월세 십오만 원에 나온 라면 가게 전단지를 보고 한걸음에 달려가지만 쉬울 줄 알았던 가게 인수는 어렵기만 한데 라면 가게 주인 어르신이 이상하다.,,
159,159.0,스탠드업 홍대,연극,"현재 새로운 공연으로 각광받고 있는 스탠드업 코미디!! 한국에서 가장 HIP한, 홍대에서 가장 HOT한 스탠드업 코미디쇼!!",,
160,160.0,북극곰예술여행,가족/아동,친구 토리와 함께 떠나는 책 속 여행! 북극곰의 이야기가 시작됩니다. 북극곰은 책 나무를 키우며 책 열매가 열리면 책을 친구들에게 읽어줍니다.,,
161,161.0,두잇아카펠라 금토공연,콘서트,"국내 최초, 국내 유일의 아카펠라 전문 라이브 공연장, 대학로 '두잇아카펠라'의 금토공연입니다. 명실상부, 대한민국 아카펠라의 메카, 두잇아카펠라에서 매주 금요일과 토요일에 다양한 국내외 아카펠라 그룹들의 공연을 선보입니다. 바로 눈앞에서 펼쳐지는 목소리의 향연, 두잇아카펠라 금토공연에서 만끽해주세요.",,
162,162.0,햇님이 달님이 - 청주,가족/아동,"""엄마는 하늘이지. 언제나 너희들을 품고 있잖아.."" 산골 시골 마을 작은 오두막에 해림이와 달석이는 엄마가 잔칫집에서 가져올 떡을 생각하며 등잔불 밑에 기대어 행복하게 잠이든다.",,
163,163.0,죽어야 사는 남자 ,연극,어설픈 19금은 이제 그만!! 그들만의 속 사정이 시작된다. 특정한(?)단어를 듣는 순간 몸에 야릇한 반응이 생기는 혜종. 이 반응을 해결 할 수 있는 유일한 방법은 비슷한 증상을 가진 여자와의 진정한 사랑뿐. 어느 날 병원에서 우연히 운명의 여자 현지를 만나 급속도로 사랑에 빠지려고 노력하지만..,,
164,164.0,치카치카버블맨 ,가족/아동,평화롭고 향기로운 깨끗한 섬 버블섬!!! 버블섬을 점령하기 위해 나타난 세균맨!!! 버블맨과 뚱이는 세균맨을 소탕하기 위해 작전을 세우기 시작하는데....,,
165,165.0,행쇼 - 서울,연극,이혼율 90%. 이혼하지 않고 '행복한 가정'을 5년간 유지하면 보험금이 무려 50억!! 지금 대박을 꿈꾸는 한 가족의 대국민 속이기 사기 SHOW가 시작됩니다.,,
166,166.0,러브스펠,연극,연인들이 처음 상대에게 호감을 느끼는 시간이 바로 0.03초란 말이 있다. 눈 한번 깜빡거릴 짧은 시간에 사랑이 시작되기도 한다는 얘기다. 그런데 우리의 주인공 근배가 자신의 첫 사랑을 알아보는 데 걸린 시간은 바로 '0.008초!',,
167,167.0,택시 안에서 - 부산,연극,쾌활하고 유쾌한 택시 운전사 민수 그리고 하영과 소희 두 남녀의 운명적인 만남! 남들 다 하는 연애는 시작도 못 해본 연애 고자 하영 남들 다 하는 연애가 왠지 뜻대로 되지 않는 소희 영화보다 더 영화같은 운!명!적!인! 만남,,
168,168.0,고두영의 키즈 매직쇼 - 청주,콘서트 ,4~10세 어린이 맞춤 공연으로 고두영 마술사의 15년간 어린이집과 초등학교 저학년을 대상으로 한 공연을 바탕으로 만들어진 공연으로 영국에서 시작된 키즈 매직을 새롭게 재구성한 어린이 맞춤 마술공연입니다. 아이들의 참여로 함께 만들어가는 공연입니다. 매직 키트를 이용하여 마술도 배우고 마술의 신비함은 물론 재미와 교육까지! 아이들에게 잊지 못할 추억을 만들어드립니다.,,
169,169.0,백쇼 - 인천,연극,"KBS 공채 개그맨들이 준비한 100가지 웃음! 100번 웃기면 끝나는 신개념 공연 100SHOW!! 관객들이 한 번 웃을때 마다 무대 옆 화면의 숫자가 1씩 카운팅 된다! 숫자가 100이 되는 순간 공연 강제종료. 채우지 못하면 계속된다! 과연 오늘은 개그맨들이 몇시에 퇴근할 것인가?! 코미디 공연 하면 가장 먼저 떠오르는 콩트는 기본! 루프스테이션, 라이브뮤직쑈, 뿐만 아닌 개그맨들의 센스 애드리브 배틀까지!! 다재다능한 개그맨들의 다양한 웃음을 만나보세요",,
170,170.0,해녀이야기 - 제주,연극 ,"공연은 네 명의 종달리 해녀의 이야기를 가지고 각각 구성돼 있습니다. 엄마의 뒤를 이어 해녀의 삶을 숙명으로 삼고 살아온 90세 최고령 해녀, 학교에 가고 싶었지만 가장으로 가족들을 부양하기 위해 공부를 포기한 해녀, 뱃속에 아이를 품은 채 원정 물질을 떠나 사고를 당한 해녀, 해녀가 되기 싫어 도망쳤다가 자식을 위해 다시 물질을 해야만 했던 해녀 등 바다로부터 삶과 죽음을 함께 건네받은 해녀의 역설적 삶을 고스란히 담고 있습니다.",,
171,171.0,1미터마술공연 - 서울,콘서트,"이번 주말에 뭐 하시나요? 영화도 보고, 노래방도 가고, 카페도 가시는군요! 음... 이번 토요일은 더 특별해도 좋지 않을까요?",,
172,172.0,안녕 달아,가족/아동,"달을 그리는 소녀, 달을 그리워하는 소녀, 한별... 자신과 같이 어두운 마음을 헤매이는 사람들에게 힘을 주는 웹툰을 그리는게 꿈인 아이다.",,
173,173.0,반짝반짝 라푼젤,가족/아동,옛날 어느 아름다운 나라에 행복한 부부가 살았어요. 그러던 어느 날 그 부부는 마녀의 정원에 있는 채소를 몰래 먹다 들켜서 결국 자신들의 아이를 마녀에게 빼앗기고 말았지요.,,
174,174.0,너의 목소리가 들려,연극,재개발 지역에 발생한 갑작스러운 화재로 많은 사람들이 죽고 수지는 엄마를 잃게 된다. 방화범으로 몰린 수지는 교도소에 가게 되고... 10년의 수감생활을 마친 수지는 엄마와의 추억이 깃든 옛 동네로 발걸음을 옮긴다.,,
175,175.0,국희이야기,연극,"충청도 예산. 이 곳에는 동네 양아치들이 운영하는 퇴폐 이발소가 있다. 십년전 코리안 드림을 안고, 연변에서 온 국자가 미미라는 이름으로 일하는 곳이기도 하다.",,
176,176.0,"Let's Dance, CRAZY!!_SACHOOM2",뮤지컬,"13년, 5천회의 정규 연속 공연을 달려오는 동안 고집스럽게도 오리지널 댄스컬을 지향했던 '사랑하면 춤을춰라'가 시즌2, 'Let's Dance, CRAZY'로 새롭게 태어났다!",,
177,177.0,드림스쿨,뮤지컬,불의의 사고로 뇌사 판정을 받은 수아. 병원에서는 시신을 연구용으로 기증해 달라고 한다. 청천벽력같은 소리에 슬픔에 젖은 아버지 김희만 박사. 아직 포기 하기는 이르다며 끝까지 희망을 버리지 않는다.,,
178,178.0,하트시그널,연극,"마법의 초콜릿, 내몸을 돌려줘!! 숨 막히는 피지컬, 외모, 실력 뭐 하나 빠지지 않는 쇼 호스트 김한을 짝사랑하는 같은 쇼 호스트 세현은 초지일관 냉랭한 김한에게 서운하기만 한다.",,
179,179.0,택시 안에서,연극,쾌활하고 유쾌한 택시 운전사 민수 그리고 하영과 소희 두 남녀의 운명적인 만남! 남들 다 하는 연애는 시작도 못 해본 연애 고자 하영 남들 다 하는 연애가 왠지 뜻대로 되지 않는 소희 영화보다 더 영화같은 운!명!적!인! 만남,,
180,180.0,오백에 삼십,연극,"서울 한 동네에 ""돼지빌라""라는 보증금 500만원에 월세 30짜리 원룸이 있습니다. 주인 아주머니도 아주 좋으신(?) 분이고 겨울에는 따뜻하고 여름에는 진짜 시원한 집이 있어요.",,
181,181.0,어른동생 - 청주,가족/아동,"감기 때문에 학교에 가지 못한 '하루'는 엄마가 집을 비운 사이, 다섯 살짜리 남동생 '미루'가 누군가와 통화하는 소리를 듣는다. 누군가에게 너무나 어른스러운 말투로, 어린애인 척하기 힘들다고 하소연하는 미루. 도대체 하루의 귀여운 동생 미루에게 무슨 일이 생긴 것일까?",,
182,182.0,신나는 체험놀이극 <이상한 나라의 앨리스>,가족/아동,이상한 나라에 계절이 없어졌데! 모래바람이 가져가 버렸지 모야! 큰일이네! 어떻게 찾아오지? 체셔 고양이한테 물어볼까?,,
183,183.0,그녀를 믿지마세요,연극,"오늘도 어김없이 2년 동안 짝사랑한 명석에게 고백하기 위해 기회만 노리는 준희, 우연한 계기로 사랑을 이루어 준다는 로맨틱 컴퍼니에 의뢰를 하게 된다. 냉철하고 까칠하지만 의뢰인인 준희를 제대로 도와주고 있는 태범과 자칭 대한민국 최고의 연애 전략가 대로, 준희와 명석의 완벽한 사랑의 타이밍 프로젝트를 시작한다.",,
184,184.0,달동네 - 부산,연극,정음의 아버지 경민은 행정착오로 인해 월남전 참전 중 전사자 처리가 되고.... 잘못된 전사자 통지를 받은 아내 혜자는 사춘기 소녀 정음과 철부지 막내 정용을 이끌고 부산의 달동네에 자리 잡고 살아간다.,,
185,185.0,나의 PS 파트너,연극,5년간의 긴~연애로 시들해진 연인관계를 극복하기 위해 이벤트를 준비한 윤정! 자신의 모든 개인기(?)를 선보이지만 수화기 너머의 남자! 내 남자가 아니다???!!!!,,
186,186.0,빨간모자야. 조심해! - 청주,가족/아동,빨간 모자는 생일날 무척 예뻐하는 아빠에게 선물로 빨간 모자를 선물 받는다. 그날부터 빨간 모자로 불리게 된다. 하지만 지금은 아빠는 돌아가시고 엄마와 단둘이 살고 있다. 그러던 어느 날 할머니의 아픈 소식을 듣고 엄마의 심부름으로 할머니 댁에 빵을 가져다주기로 하는데...,,
187,187.0,스위치 - 서울,연극,"손대는 작품마다 대박행진을 이끌어낸 연극계 흥행신화의 주인공 고연출. 5년만에 재공연되는 <로미오와 줄리엣> 연습에 한창이다. 극의 주인공으로 출연하게 된 지혜와 달수는 성공에 눈이 먼 고연출의 강압적인 훈련방식에 점점 지쳐가고, 급기야 극장에서 환청을 듣거나 귀신을 보는 등 기이한 현상들을 경험하게 된다. 한편, 과거 극장에서 일어난 불미스러운 사건을 조사하던 유기자는 고연출의 연속된 공연 흥행과 과거의 사건이 밀접한 관련이 있음을 직감하고 그의 수상한 행적을 쫓기 시작한다.",,
188,188.0,올 댓 재즈,뮤지컬,방송국 다큐PD인 수연은 세계적인 안무가 대니엘 류의 인터뷰를 위해 병국과 함께 뉴욕 출장길에 오른다. 하지만 베일에 쌓여 인터뷰 안하기로 유명한 안무가 대니얼 류를 만나러 가는 수연의 발걸음이 무거운 건 그가 5년 전 헤어진 수연의 첫사랑 현우이기 때문이다.,,
189,189.0,뮤지컬 셰프 [CHEF:비밥의 새로운 이름],뮤지컬,비트박스와 비보잉으로 최상의 요리를 선보이는 레스토랑! 자신의 요리비법이 최고라고 생각하는 두 셰프의 불꽃 튀는 요리대결이 시작된다! 과연 오늘의 승자는 누가 될 것인가?,,
190,190.0,당신만이,뮤지컬,일년에 치를 제사가 무려 8번! 오늘도 제사 때문에 등골이 휘는 필례는 남편 봉식을 짐꾼으로 달고 장을 보러 나섰다. 한푼이라도 아끼려고 콩나물 값 50원을 두고 실랑이를 벌이는 필례가 부끄럽기만 한 봉식.,,
191,191.0,조각 : 사라진기억 - 서울,연극,"비 내리는 어느 여름날, 한적한 시골마을에 은행 강도 사건이 일어난다. 용의자 희태와 순철은 경찰을 피해 가까스로 도주에 성공하고 사람들의 발길이 끊긴 허름한 폐가에 잠시 머물기로 하는데... 그 곳엔 이미 은행 여직원인 영희가 기다리고 있다. 우연인지 필연인지 모르는 상황에 영희는 알수 없는 말만 늘어놓는다. 낯설지만 낯설지 않은 공간 그리고 그 곳에서 일어나는 알 수 없는 일들 수수께끼처럼 얽혀있던 기억의 조각들이 하나씩 맞춰지기 시작하는데 ... ",,
192,192.0,뷰티풀라이프 ,연극,"한 남자, 그리고 한 여자. 두 사람이 처음 만나 서로 호감을 가지고 연애하기까지 몇 분도 걸리지 않는다. 연애할 때는 서로 죽고 못 살 정도로 닭살 커플이지만, 서로 떨어지게 되면서 자연스럽게 멀어지게 된다.",,
