,Unnamed: 0,title,sub_title,intro,link_url,image_url
1127,,배꼽빠지는 코믹마술쇼,콘서트,"극단 매직아티스트에서 가족을 위한 배꼽 빠지는 마술극 ""미녀를 찾아서""를 선보입니다. 이번 작품은 관객이 직접 참여하여 공연을 끌고 가는 형식인 넌버벌 퍼포번스 공연입니다.",,
1128,,스카이워터쇼 - 제주,뮤지컬,'관객과 함께 호흡하며 즐기는 쇼!' 동서양이 함께 어우러지는 화려한 퍼포먼스. 제주 스카이워터쇼로 여러분을 초대합니다.,,
1129,,쉬어매드니스,연극,"사건이 벌어진 바로 그날, 그날의 관객과 함께 살인사건을 해결하는 코믹 추리 수사극! 오늘의 당신만이 오늘의 범인을 잡을 수 있다! 당신이 지목할 범인은 누구인가?",,
1130,,두 여자,연극,"서스펜스 호러 지금껏 당신이 느꼈던 공포는 공포가 아니다. 소개팅 후 급진전을 원한다면 자연스런 스킨쉽이 유도되는 연극 <두여자>를! 당신이 무엇을 예상하든 빗나갈 것이다.당신의 심장을 조여주는 절대공포, 즐길 준비가 됐는가?",,
1131,,SHOWCK THE MUSEUM,뮤지컬,미스터리한 유물만 모아놓은 박물관이 있었다. 유물을 지키는 단 한명의 경비!!! 유물을 훔치는 도둑들!!! 박물관의 유물을 만지는 순간 일은 벌어진다. 박물관을 지키는 자..,,
1132,,락앤롤,뮤지컬,당대 최고의 인기를 얻고 있는 강민. 예전의 순수함과 열정을 잃어버린채 방탕한 생활을 하며 지내던 중 마약혐의로 감옥에 들어가게 되고 결국은 모든 것을 잃어버리고 혼자 남게 된다. 모든 것을 잃어버렸다고 생각하며 극단적인 생각을 하게 된 강민은 생애 마지막 여행을 떠난다. 생애 마지막이라고 생각하고 떠난 마지막 여행에서 세연이라는 아이를 만나게 되고 그 친구를 통해 내 생애 가장 아름다운 이야기가 펼쳐진다.,,
1133,,파라다이스 한류쇼,뮤지컬,"지상낙원 파라다이스 클럽에서 행복하게 가게를 꾸미며 사랑을 키워가는 아름다운커플. 하지만 기쁨도 잠시... 평온한 가게에 난입하여 행패를 부리는 불량배들. 그들의 두목이 원하는 건 돈과 청년의 연인. 돈과 사랑을 빼앗긴 청년은 방황을 하며 여인을 그리워하고, 그런 청년을 바라보는 여인은 눈물을 흘린다. 청년은 두목에게 돈과 사랑을 놓고 대결을 신청하는데.. 과연 청년은 돈과 사랑을 되찾아 행복했던 시절로 돌아갈 수 있을까?",,
1134,,옥탑방 고양이 - 서울,연극,작가의 꿈을 안고 상경한 경상도 여자 정은과 정체를 알 수 없는 미스터리 서울 남자 경민이 옥탑방으로 동시에 이사를 온다. 알고 보니 이중 계약에 집주인은 연락두절. 옥탑방 하나를 두고 이들의 치열한 전투가 시작되는데,,
1135,,FANTA-STICK - 서울,뮤지컬,"시공간을 초월한 두 가문의 이야기와 신나는 타악 연주와 생생한 현악 연주, 눈을 뗄 수 없는 비보잉과 귀를 즐겁게 해주는 판소리까지! 볼거리가 많아도 너무 많은 뮤지컬 판타스틱!",,
1136,,시크릿,연극,"사랑하는 여인을 자신의 능력부족으로 인해 떠나 보내는 실연의 아픔으로 그만 미쳐버린 남자, 이광남. 자신을 대통령이라고 말하는 정신병원 301호 환자이다.",,
1137,,죽여주는 이야기,연극,"스카이다이렉트, 줄 없는 번지점프, 엎드려서 떡먹기. 무엇에 쓰이는 이름일까? 신선하고 다양한 상품으로 소비자에게 확실한‘죽음’을",,
1138,,난타 - 제주,뮤지컬,좌충우돌 주방장들의 하루 일과 시작! 세 명의 요리사가 주방에서 야채를 나르고 주방기구를 정리하며 하루 일과를 시작한다.,,
1139,,트리오 이백이 데뷔 리사이틀,클래식 ,"피아니스트 이재경, 바이올리니스트 백건, 첼리스트 이길재의 각 멤버들 성(First name)을 갖고 와 2022년 창단한 트리오 이백이는 재능과 실력을 갖춘 세 명의 순수 국내파 연주자들이 모여 더욱 다양한 계층과 연령층을 위해 실내악을 연주하겠다는 모토로 결성되었습니다. 국내 유수 콩쿠르 입상 및 오케스트라 협연, 국제 페스티벌 참가 등 다양한 활동으로 실력을 입증받았으며 이번 데뷔 리사이틀을 시작으로 본격적인 활동을 펼칠 예정입니다.",,
1140,,오지현 첼로 독주회,클래식 ,"첼리스트 오지현은 한국예술종합학교 음악원 예술사과정을 졸업하였고 예술전문사과정 재학 중 독일 Essen Folkwang 국립예술대학교에 입학하여 전문연주자과정(Diplom)과 최고연주자과정(Konzertexamen)을 최우수성적(mit Auszeichnung)으로 졸업하였다. 일찍이 국내에서 음악적 기량을 인정받은 그녀는 이태리 Cennina 첼로 앙상블 순회 연주, 프랑스 Courchevel 국제 음악캠프 참가 및 연주, 태국 정부 초청 연주, 서울챔버앙상블 연주, 서울창작음악제 연주, Seoul Classical Players 창단 연주, 호암 Music Alp Festival 연주, 소프라노 신영옥의 ＂My Songs 전국투어콘서...",,
1141,,난세,뮤지컬 ,"정도전, 이방원. 어지러운 고려 말 시기에, 국운의 쇠함을 알고 천명을 받들어 역성혁명을 이뤄낸 주요 인물. 이상적인 것을 현실로 만들고자 했던 이와 현실적인 것이 곧 이상적이라는 생각을 가진, 각자 믿는 바가 뚜렷하여 자기 방식대로 난세를 구하고자 했기에 상대방의 방식은 용납할 수 없었던 두 인물 정도전과 이방원. 정도전과 이방원은 이성계를 통해 새 나라를 꿈꾸지만, 이 둘은 점차 이견차이로 서로의 존재의 위협을 느끼며 견제하던 중에, 태조 7년 8월 14일, 갑작스레 이성계가 병석에 눕다. 정도전은 이성계라는 날개를 달아 자신이 꿈꾸는 나라를 설계하는 것에 제동이 걸렸다. 개국공신 채택과 세자 책...",,
1142,,홍유리 피아노 독주회 - 성남,클래식 ,"피아니스트 홍유리는 예원학교, 서울예술고등학교를 거쳐 이화여자대학교 음악대학을 졸업한 후 도미하여 메네스 음악대학(Mannes College the New School for Music)에서 장학금을 수혜 받으며 석사학위(Master of Music)와 전문연주자과정(Professional Studies Diploma)을 취득하고 졸업 시 Newton Swift Piano Award를 받았으며, ‘빈센트 퍼시케티(Vincent Persichetti)의 피아노 소나타 연구’ 논문으로 이화여자대학교 음악대학 박사 과정을 졸업하였다. 일찍이 그녀는 한국음악협회콩쿨, 인터내셔널피아노콩쿨, 음악저널콩쿨, 음악교육신문주최콩쿨 등 국내 콩쿨에 다수 입상하여 음악...",,
1143,,THE CELLAR,연극 ,한 남자가 한 여자를 납치해서 지하실에 가둔다. 남자는 오래전부터 여자를 흠모했었다. 지하실에서 남자는 사랑을 고백하고 그녀와 함께 인생을 설계하길 바란다. 여자는 남자에게서 벗어나기 위해 마지막 승부를 띄운다.,,
1144,,부산 내셔널 심포니 오케스트라「춤과 함께하는 봄의 대향연」 - 부산,클래식 ,"봄을 맞이하여 클래식 음악 중 춤과 어울리는 곡을 선별하고 음악과 무용, 발레와 접목하여 즐겁고 쉽게 감상할 수 있는 공연을 기획. 기존 레퍼토리의 곡에 재미있는 퍼포먼스를 넣어 클래식 공연을 쉽게 다가갈 수 있도록 함.",,
1145,,우주로 간 사나이 - 서울,연극 ,1998년 IMF 직 후 경제난에 더불어 회사에서 정리해고를 당한 김창호. 자신의 아파트 옥상에서 신세한탄을 하던 그에게 낯선 사람들이 다가오고 그들은 자신들이 우주에서 왔다고 이야기를 한다. 말도 안 되는 이야기에 그 자리를 벗어나려 하지만 김창호는 어느새 그들에게 휩쓸리게 되는데...,,
1146,,나는 쏘다녔지,연극 ,"<나는 쏘다녔지>는 세 친구의 이야기이다. 연출가가 꿈이었지만 이제는 공무원이 되어 결혼을 준비하는 예랑, 작가가 꿈이었으나 이제는 보험설계사로 일에 파묻혀 사는 보라, 그리고 꿈을 포기하지 않고 여전히 노력 중이지만 자신의 삶에 확신이 없는 배우 배호.",,
1147,,2022 월간더문화 - 전주,클래식 ,매월 마지막 주 화요일 저녁 7:30 국내외 최정상 연주자들이 펼치는 클래식의 향연!,,
1148,,한재민 첼로 리사이틀 - 서울,클래식 ,"한재민은 만 5세에 첼로를 시작하여 일찍부터 영재로 주목 받았다. 이후 이화경향음악콩쿠르, 오사카국제음악콩쿠르, 헝가리 다비드 포퍼 국제 첼로 콩쿠르 등 국내외 유수의 콩쿠르에서 1위를 석권하며 탁월한 음악성을 인정 받았고 서울시립교향악단, 코리안챔버오케스트라 등 최정상 오케스트라와 협연했다. 2018 평창대관령국제음악학교에서 열린 협연자 오디션에서 우승을 차지하여 정치용 지휘의 평창페스티벌오케스트라와 생상 협주곡을 연주하기도 했다. 2020년 12월, 피아니스트 김선욱과 브람스 첼로 소나타 전곡을 연주 했으며 이듬해 동유럽 최고의 페스티벌 제오르제 에네스쿠 국제 콩쿠르에서 만 ...",,
1149,,독도 아리랑,가족/아동 ,우리 어린이들은 독도에 대해 얼마나 관심을 갖고 있을까? 독도는 분명 대한민국 땅인데 자기네 땅이라고 우기는 일본에 대해 어떤 생각을 할까? 아이들이 독도에 대해 물으면 잘 설명해 줄 수 있을까?,,
1150,,나를 고백하다,연극 ,네 개의 프레임(무지/쾌락/힘/약함/)에 갇혀 사는 사람들과 그들을 바라보는 1명의 인간. 프레임 속 세상은 완벽한 행복만 존재하고 있는 듯하다.,,
1151,,나다솜 피아노 독주회,클래식 ,"섬세한 표현력과 감각적인 연주로 주목받는 피아니스트 나다솜은 서울특별시 주최 선화 영재 프로그램을 이수하고, 선화예술고등학교에 입학, 실기 우수상을 수상하며 우수한 성적으로 졸업하였다. 이화여자대학교 음악대학을 졸업한 후에는 도독하여 독일 프라이부르크 국립음대(Hochschule für Musik Freiburg) 석사과정(Master of Musik)과 연주학 박사과정(Konzertexamen/Meisterklasse)에 만점 입학 및 졸업하며 음악적 역량을 키웠다. 일찍이 음악교육신문사 콩쿠르, 음연 아카데미 콩쿠르, 음악세계 콩쿠르, 이화 챔버 콩쿠르 등에서 입상하며 두각을 나타낸 나다솜은 이화여자대학교 재학 시절 신입생 연주회, 춘계 음악회, 추계 음악회, 건반악기 연주회 등에서 연주하였고, 부암아트홀 영 아티스트 콘서트, 예진 영 아티스트 콘서트, 마리아칼라스홀 초청 독주회, 바이올린과 듀오로 꾸며진 예술의전당 및 세종문화회관에서의 우수신인음악회 등을 통해 솔리스트뿐만 아니라 실내악 및 전문반주자로서도 활동하며 그 실력을 입증하였다. 도독한 후에는 Concorso Internazionale per Giovani Musicisti, Luigi Zanuccoli에서 1위, 안마쓰·제네바에서 열린 Concours International de Piano Adilia Alieva에서 위촉곡 특별상을 수상하며 United Nations Office at Geneva에서 연주하였다. 또한, Concorso Musicale Citta di Filadelfia 1위, 로마에서 열린 International Competition Youth Academy Award 2위, Paris Music Competition 2019 특별상(Prix Special Argent), Brussels Grand Prize Virtuoso Competition 1위를 거머쥐며 Recital Hall at Centre for Fine art of Brussels에서 연주하는 등 전문연주자로서의 기반을 단단히 했다. 이외에도 독일 Dominikanerkloster, Evangelischen Stift, Parler-Saal des Münsterbauvereins, Todtmoos, Klavierhaus bei Goethe Institute 등에서 연주하였으며 이탈리아 Vinci Theater에서 F. Busoni 오케스트라와 협연하였고, Neckar musikfestival에 초청되어 Bad Rappenau의 Wasserschloss에서 독주회를 개최하였다. 더불어 음연캠프, Prof. Till Fellner, Prof. Daniel Herscovitch, Prof. Anulf von Arnim, Prof. Friedemann Rieger의 마스터클래스에 참가하였으며 벨기에에서 열린 Pianofest에 발탁되어 Prof. Éliane Reyes, Prof. Klaus Hellwig, Prof. Jozef de Beenhouwer의 마스터클래스에서 우수연주자로서 연주하는 등 다양한 음악적 경험을 통해 연주 역량을 함양하였다. 김연경, 김원, 김석, Eric Le Sage 교수를 사사한 피아니스트 나다솜은 2020년 금호아트홀 연세에서의 귀국 독주회 이후 서초실내악축제, 대한민국 발레축제, 프랑스음악연구회 정기연주회 등에서 연주하며 활발히 활동을 이어가고 있으며 현재 프랑스음악연구회 회원, 선화예중고, 계원예중고, 덕원예고, 인천예고에 출강 중이다. ",,
1152,,SONICTRIP-Ⅲ 김건주 클라리넷 독주회 - 대전,클래식 ,"클라리네티스트 김건주는 직접 기획한 SONICTRIP 과 ELECTRONICA 콘서트 시리즈를 통해 클래식한 레퍼토리부터 첨단기술들이 융합된 멀티미디어 신작들까지 광범위한 작품 소화력을 보이며 활발한 연주활동을 선보이고 있다. 독주회 시리즈 SONICTRIP은 서양의 고전부터 동시대 한국 작곡가의 전자음악까지 장르, 시대, 지역을 가리지 않는 폭넓은 콘텐츠를 특징으로 한다. 이를 통해 클라리넷이 가지고 있는 다양하고 다채로운 매력을 청중들에게 전달할 수 있을 것으로 기대된다. SONICTRIP-I & II는 서울 금호아트홀 연세에서 성황리에 개최되었다. 이번 공연은 SONICTRIP의 세 번째 시리즈로서 카발리니와 브람스, 파머와 오스본 그리고 지글러의 작품을 연주한다. 우리에게 친숙한 곡들과 클라리넷의 현대기법이 들어간 작품과 클라리넷의 매력을 더욱 증폭시킬 수 있는 다양한 프로그램들로 기획되었다. 대전에서 선보이는 첫 번째 연주로 생동감 있는 공연을 선보일 예정이다.",,
1153,,아기돼지 삼형제 - 세종,가족/아동 ,사랑스러운 아기돼지 삼 형제가 엄마돼지와 함께 살고 있었습니다. 그러던 어느 날 엄마돼지가 세상을 떠나고 말았습니다.,,
1154,,미래에 사는 남자 과거에 사는 여자,연극 ,"행복한 미래를 위해 몸이 열 개라도 부족한 남자. 비가 거칠게 내리는 여름밤, 어김없이 걸어서 집으로 가는 퇴근길에 양화대교 위에서 위태롭게 서 있는 여자를 발견하는데..",,
1155,,먼데이프로젝트 시즌5 청춘의밤 [더베인 단독 콘서트],콘서트 ,‘더베인’의 라이브로 가득 찬 우리들의 청춘과 밤의 이야기 ,,
1156,,뮤지컬 정-의,뮤지컬 ,스마트폰 세상에 고립되어 말을 잃어버린 정의. 할머니는 마음을 열지 못하는 정의를 위해 어른들에게 연극을 제안하는데..,,
1157,,METABUMZ HIPHOP FESTIVAL,콘서트 ,"NFT 프로젝트인 메타범즈(Metabumz)의 첫번째 페스티벌 'Metabumz Hiphop Festival'수퍼비, 언에듀케이티드키드, 호미들, 로얄44, 릴김치, 이영지, 넉살, 던밀스, 릴보이, 제네더질라, 미란이, 신스 등 화려한 라인업의 국내 초대형 힙합아티스트 총 출동! “메타버스의 시끄러운 호랑이들이 여러분을 초대합니다!” 메타범즈 NFT는 멤버십 PFP NFT로써, 메타범즈 NFT를 구매한 홀더에게 다양한 멤버십 혜택을 제공하며 해당 멤버십 혜택으로는 엠버서더들과의 커뮤니티 형성, 오프라인 이벤트 범즈야 놀자, 페스티벌 입장 등 온라인으로 국한된 세계가 아닌 오프라인에서도 즐길 수 있는 문화를 확장 중에 있습니다. 해당 메타범즈 NFT에서 주최하는 첫번째 페스티벌에 여러분을 초대합니다.",,
1158,,기억 - 부산,연극 ,"'나'와 '그'. 그리고 공간. '그'의 제안으로 '나'는 자신의 이야기를 하나씩 풀어 나가기 시작한다. 남편과의 만남, 결혼. 그리고 본인의 일에 대한 실패와 성공. 평범하고 행복한 삶을 살고 있는 중, 갑작스러운 사고로 가족을 잃게 된다. 혼자 남겨진 '나'는 모든 걸 잃게 된 상황에서 좌절하던 중 이렇게 만든 사람에게 복을 하려고 한다. 하지만, 그게 맞는 일인지 아닌지 고민이 된다. 그러던 중 의도치 않게 또 다른 사고를 일으키게 되고 그 사고는 또 다른 비극을 만들게 되는데...",,
1159,,이강백 전 - 결혼,연극 ,"빈털터리 사기꾼 남자. 그는 외로워서 결혼을 하고 싶어합니다. 그래서 물건들을 빌립니다. 호화로운 집, 값비싼 물건든... 남자는 부자 행세를 하며 여자에게 청혼합니다. 여자는 스스로를 덤이라 생각합니다. 자신이 생기자 달아나버린 아버지가 어머니에게 남긴 덤. 그렇기에 여자는 진실한 사랑을 꿈꿉니다. 그러나 남자의 정체를 알아차리고 말조. 여자는 어떤 선택을 하게 될까요? 사기꾼 남자의 청혼을 받아줄까요?",,
1160,,[오산 위클리클래식 페스티벌] 엘리제의 뮤직박스,클래식 ,"6월 1일 지방선거 후 MEG아트홀에서 준비한 가족 클래식 콘서트! 바로 동화 구연과 함께 하는 클래식 콘서트 입니다. 동화 음악교재 '엘리제의 뮤직박스' 저자 피아니스트 우영은이 직접 들려주는 피아노 음악과 동화구연, 그리고 소프라노의 아름다운 노래까지...!!! 엘리제가 보고 느끼는 모든 것을 음악으로 함께 감상하며 모두 엘리제가 되어 마법같은 여행을 떠나볼 수 있는 시간을 만들어 드립니다. 어른이 듣기에도 너무너무 좋으니 함께 동심 속으로 빠져보시길 바랍니다. MEG아트홀 강력 추천 프로그램 입니다!! ",,
1161,,시칠리아 섬의 저녁기도,클래식 ,프랑스에 점령된 이후 대항하던 시칠리아 공녀 엘레나의 오빠는 희생되고 아리고 등의 시칠리아 인들은 서로 힘을 모아 프랑스를 물리칠 방도를 강구한다. 엘레나와 아리고는 프랑스 세력에 대한 복수가 끝나는 날 결혼을 약속하며 저항 계획을 세운다. 프랑스 총독 몽포르테는 예전에 헤어진 여인이 자신의 자식을 낳아 키웠다는 편지를 받고 그 아들이 시칠리아 저항군의 중심인물 아리고라는 것을 알게 된다. 군인들을 시켜 아들을 데려오게 한 그는 아리고에게 자신이 친아버지임을 밝힌다. 그 사실에 충격받은 아리고는 조국애와 부정을 그리는 마음 사이에서 갈등한다. 시칠리아 저항군은 동료인 아리고에게 무도회에서 몽포르테 총독을 암살할 계획을 알린다. 아리고는 번민을 거듭하다 결국 총독에게 정보를 누설하여 암살 시도는 실패하고 그의 동료들은 체포된다. 몽포르테 총독은 아리고에게 자신을 아버지라고 부르면 그의 동료들을 모두 풀어 주겠다고 약속한다. 아리고는 그 제안을 거부하지만 동료들이 사형장에 끌려가는 것을 보고 절박해진 그는 총독을 향해 아버지라고 외친다. 총독은 기뻐하며 엘레나 공녀와 자신의 아들 아리고의 결혼을 선포하고 시칠리아의 평화를 천명한다. 결혼식 날이 되어 엘레나는 꽃다발을 선물하며 결혼을 축하해 주는 친구들에게 감사를 표한다. 하지만 엘레나와 아리고의 동료들은 이 결혼식을 기회로 삼아 연회에 모인 프랑스 세력을 일망타진하려 한다. 마침내 결혼식 종소리를 신호로 시칠리아 인들은 결혼식장에서 프랑스인 세력을 습격하며 피의 대참사가 벌어진다.,,
1162,,첼리스트 심준호 X 피아니스트 송영민 듀오 콘서트 - 서울,클래식 ,"현재 한국에서 가장 활발히 활동 중인 두 젊은 아티스트가 함께하는 듀오 콘서트. 명실상부 대한민국 최고의 첼리스트로 자리매김한 심준호, 연주뿐 아니라 해설, 음악감독 등 다방면으로 활약하는 피아니스트 송영민이 만나 관객들에게 환상의 하모니를 선사한다. 리하르트 슈트라우스 특유의 화성과 우아한 멜로디, 드보르자크의 노래와 자유롭고 경쾌한 피아노와 첼로의 호흡 멘델스존의 첼로 소나타, 피아노 독주의 라흐마니노프 전주곡까지, 낭만적인 감수성으로 가득 채운 레퍼토리로 엄선한 프로그램을 통해 피아노와 첼로 듀엣 곡만의 매력과 그 정수를 선보인다.",,
1163,,한여름밤의 꿈 - 서울,연극 ,비류국의 낭자 미아는 아버지가 짝지어 준 두만이 대신 라업과 사랑에 빠져 몰래 정령의 왕 금강역사의 숲으로 달아난다. 두만과 혜령도 각각 미아와 라업을 쫓아 금강역사의 숲으로 온다.,,
1164,,민주주의 예행연습 DEMOCRACY REHEARSAL : 제1부.해방정국,연극 ,"1945년 8월 15일, 해방이 되자 여운형과 안재홍은 조선건국준비위원회(건준)를 발족시킨다. 하지만 미 군정이 총독부의 통치 유지를 포고하자, 박헌영은 건준을 조선 인민공화국(인공)이라는 정부 기구로 전환하고, 국내의 여운형과 허헌, 해외의 이승만과 김구, 김규식 등을 내각에 임명한다. 하지만 9월 8일 입국한 미 군정은 인공 정부를 거부한다. 한편 건준에 참여했다 탈퇴한 안재홍은 조선 국민당을 창당하고, 건준과 인공에 대항하려는 송진우는 민족진영을 규합해 한국 민주당을 창당한다. 하지만 10월에 귀국한 이승만은 인공의 주석도 한국 민주당의 주석도 거절하고, 모든 정당 단체들을 규합한 독립촉성중앙 협의회(독촉)의 회장으로 자리 잡는다. 임시정부로서의 권위를 얻지 못하고 뒤늦게 개인 자격으로 귀국한 김구와 김규식은 좌우 진영으로 자리 잡은 정치지형에 난감해한다. 그 후 12월 28일 모스크바 3상 회의에서 미소 군정에 의한 한반도 신탁통치가 결정되자, 전 정치 진영은 신탁통치에 대한 의견으로 급속히 재편되는데...",,
1165,,서울 스테이지11 대학로센터,콘서트 ,"황해도무가의 현대적 해석, 코리안 샤머닉 펑크밴드 <악단광칠>!!! 북한지역의 노래와 굿 음악을 소재로 하여, 하나됨의 진정한 광복을 노래하는 국악밴드 악단광칠의 공연이 펼쳐집니다.",,
1166,,버꾸할머니 - 광주,연극 ,40대 손자에게 줄 엿을 구하러 꼬부랑 할머니와 늙은 개 버꾸가 길을 나선다. 우연히 마주친 술주정뱅이 할아버지와 소녀에게 손자의 엿 값으로 준비한 돈을 밥값으로 주고 다시 길을 나선다.,,
1167,,제18회 한국침례신학대학교 피아노 동문음악회 - 대전,클래식 ,"오는 6월 2일 한국침례신학대학교 피아노 동문회가 음악회를 통해 전문 예술 활동의 지속성을 추구하기 위해 제18회 동문음악회를 대전예술의전당 앙상블홀에서 개최한다. 이번 공연은 미국의 작곡자이자 피아니스트인 볼컴의 에덴의 동산을 시작으로 20세기 유럽의 주요 작곡가 중 하나였으며, 특히 그의 후반기 30년간의 작품들은 그로 하여금 폴란드의 탁월한 작곡가로서 인정받은 루토스와프스키의 파가니니 주제에 의한 변주곡과, 쇼커, 피아졸라 등의 곡들로 1부를 꾸미며, 로시니의 윌리엄 텔 서곡, 멘델스존의 교향곡 4번을 피아노 3대의 버전으로 무대를 수놓을 예정이다.",,
1168,,리벤토 현악사중주 정기연주회,클래식 ,Libero(자유로운)와 Vento(바람) 이 두 단어를 조합한 리벤토(Livento) 현악사중주는 틀에 얽매이지 않는 자유롭고 참신한 음악을 관객들에게 선사하고자 하는 의미를 담고 있습니다. 본 연주 단체는 폭넓은 레퍼토리와 완성도 높은 연주를 통해 대중과 만나고자 노력하고 있으며 특히 1900년대 이후의 작곡된 현악사중주 작품들을 소개하는 데에 주력하고자 합니다. ,,
1169,,정거장,연극 ,"공연 정거장은 극단 버섯의 대표작 중 하나로 2015년 초연부터 현재까지 꾸준히 공연되고 있는 작품이다 대학로 알과 핵 소극장에서 극단버섯 주관으로 무료로 진행된다 정거장은 자살공화국이라 불리는 한국 사회의 깊은 고민을 다룬 연극 공연으로 죽음을 맞이한 영혼들이 천국과 지옥으로 가기 전 잠시 머무는 가상의 공간인 정거장에서 벌어지는 이야기를 다룬다. 작품은 하루하루를 버티고 견뎌내며 살아가는 현대인들에게 무엇 때문에 살아야 하는가, 살고 싶은 이유가 무엇인가라는 물음을 던지며 긍정적이고 희망적인 삶의 방향을 제시하는 동시에 삶과 생명의 소중한 가치를 다시금 상기시킨다.",,
1170,,레베카 - 성남,뮤지컬 ,"불의의 사고로 아내 레베카를 잃고 힘든 나날을 보내고 있는 막심 드 윈터, 그는 몬테카를로 여행 중 우연히 '나'를 만나 사랑에 빠지게 된다. 행복한 결혼식을 올린 두 사람은 막심의 저택인 맨덜리에서 함께 생활하게 되는데…",,
1171,,요리사 랄프의 꿈,가족/아동 ,"세계 최고의 오페라 가수가 되는 것이 꿈인 랄프는 푸드코트를 운영하고 있다. 작고 낡은 가게이지만 음식 맛은 최고라 자부하는 랄프는 오페라 가수라는 꿈이 있기에 힘든 일도 마냥 행복하다. 게다가 내일은 랄프가 가장 좋아하는 오페라 가수 에드위나의 공연을 보러 가기로 했다. 생각만 해도 행복한 이 순간. 밤이 늦은 시각임에도, 많은 수의 남자들이 무리 지어 가게로 들어오고 음식을 시키며 떠들썩하니 난리다. 이들은 나쁜 악당 빅알과 그의 충성스러운 부하들이다. 왠지 그들이 수상했던 랄프는 빨리 내보내려 하지만 그들에 의해 도리어 갇히게 되고 그곳에서 꿈에 그리던 오페라 가수 에드위나를 만나게 되는데...",,
1172,,알사탕 - 구미,가족/아동 ,"문방구에서 산 알사탕 한 봉지. 사탕 한 알을 입에 넣자, 원래는 들을 수 없던 소리가 들린다! ""동동아~ 동동아~"" 마법의 사탕이 들려주는 마음의 소리! 다음엔 또 누구의 소리가 들릴까?",,
1173,,지킬 앤 하이드 - 수원,뮤지컬 ,"지금 이 순간, 단 하나의 선택! 뮤지컬 <지킬앤하이드> 대한민국 뮤지컬 역사상 가장 압도적인 흥행작. 2004년 국내 초연 이후 누적 회차 1,410회, 평균 객석 점유율 95%, 누적 관객수 150만 명을 돌파한 그 누구도 넘볼 수 없는 명성! 대한민국 뮤지컬의 절대적 기준이자 살아있는 신화 <지킬앤하이드>가 오디컴퍼니 창립 20주년 세 번째 라인업으로 돌아온다. 당신의 심장을 뛰게 할 전율의 무대. 대중적으로 큰 사랑을 받고 있는 대표곡 'This is the Moment', 아름답고 서정적인 선율의 'Someone Like You', 'Once Upon a Dream', 숨이 멎을 듯 강렬한 'Alive', 'The Confrontation'까지! 한국인이 가장 사랑하는 작곡가 프랭크 와일드혼의 주옥같은 넘버와 함께 최고의 무대를 선보인다. 끝나지 않은 신화를 이어갈 레전드 캐스트. 지킬과 하이드를 넘나드는 고난도 연기력과 폭발적인 가창력으로 선과 악의 양면성을 보여줄 ‘지킬/하이드’역의 류정한, 홍광호, 신성록. 강렬한 매력으로 비극적 로맨스를 더할 ‘루시’역의 윤공주, 아이비, 선민. 변함없는 사랑으로 지킬의 곁을 지키는 ‘엠마’역의 조정은, 최수진, 민경아까지. 전설의 주역과 NEW 캐스트의 만남으로 다시 한번 흥행 열풍을 이어간다.",,
1174,,제1회 아이들극장 예술상 공식참가작1<서찰을 전하는 아이>,가족/아동 ,"1894년, 보부상의 아들인 소년은 열세 살이다. 소년은 아버지를 따라 장터를 떠돌아다닌다. 그러던 중 아버지가 중요한 서찰을 전하는 임무를 맡게 되면서 소년은 아버지와 함께 전라도로 떠나게 된다. 아버지는 소년에게까지 서찰의 내용을 비밀로 한다. 다만 세상을 구하고, 많은 사람의 목숨을 구할 수 있는 중요한 서찰이라는 것만 알려준다. 그렇게 전라도로 향하던 어느 날, 아버지가 갑작스럽게 세상을 떠나게 된다. 고아가 된 소년은 갈 곳이 없었다. 결국, 소년은 아버지의 서찰을 혼자서 전하기로 마음먹는다. 그렇게 서찰의 주인을 찾아 나선다. 그러나 서찰 어디에도 수취인이 누구인지 적혀 있지 않았고, 내용 또한 모두 암호처럼 한자로 되어 있었다. 글을 모르는 소년은 포기하지 않고 서찰의 주인을 찾아 나선다. 소년은 그 길에서 1894년, 조선의 모습을 보게 된다.",,
1175,,이퀄,뮤지컬 ,"17세기 유럽, 흑사병과 어단자 사냥으로 병든 어느 시골 마을. 어린 시절부터 절친인 테오와 니콜라는 작은 오두막에서 함께 살고 있다.",,
1176,,오아시스,연극 ,"제12회 두산연강예술상 수상자 설유진의 신작 지구멸망 직전의 20XX년, 인류의 마지막 희망인 아이들이 탄 우주선이 발사된다.",,
1177,,ANAK,연극 ,바다 가까이에 있는 서해안의 작은 도시. 필리핀에서 온 결혼이주여성 메디가 어린 아들을 끌어안고 아파트에서 뛰어내린다. 이 사건의 유일한 목격자는 메디의 딸 한나와 한나의 삼촌 재형.,,
1178,,초선의원,연극 ,"첫 올림픽 개최로 온 국민이 들떠있던 해 1988년. 비단 올림픽만의 열기는 아니었다. 민주주의의 시작을 알리는 정권의 등장과 함께 지난 정권의 비리와 사건의 진상 파악을 위해 열린 청문회는 TV로 중계되어 올림픽에 버금가는 대국민적 화제를 낳았다. 그중 독보적인 모습을 보인 초선의원이 있었다. 연극<초선의원>은 그 초선의원에게 초점을 맞춘다. 올바른 세상을 만들어보겠다는 주인공, 수호의 치열한 삶을 스포츠에 빗대어 무대에 옮겼다.",,
