,title,sub_title,intro,link_url,image_url
145,먼데이프로젝트 IN 라이브클럽 [코토바 단독 콘서트],콘서트 ,매스록 밴드 〈코토바〉와 함께 살아있음을 공유하는 특별한 시간！,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%A8%BC%EB%8D%B0%EC%9D%B4%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8+IN+%EB%9D%BC%EC%9D%B4%EB%B8%8C%ED%81%B4%EB%9F%BD+%5B%EC%BD%94%ED%86%A0%EB%B0%94+%EB%8B%A8%EB%8F%85+%EC%BD%98%EC%84%9C%ED%8A%B8%5D+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220520_294%2F1653029339858dWlIF_JPEG%2F269_image_url_1653029339845.jpg
146,"2022 아침을 여는 클래식 6월 ［소프라노 홍혜란, 테너 최원휘］- 대전",클래식 ,"인생의 동반자이자 음악적 동반자로 함께하며 세계무대에서 활약 중인 부부 성악가 소프라노 홍혜란, 테너 최원휘가 책임진다. 아시아 최초 퀸 엘리자베스 콩쿠르 성악 부문 우승자 홍혜란, 세계 최고의 오페라 무대인 뉴욕 메트로폴리탄 오페라극장에서 활약한 최원휘의 듀오 콘서트로 그들이 보내는 편지는 ‘슈베르트’이다. 다양한 오페라에 출연하며 탄탄한 실력을 쌓아온 홍혜란, 최원휘의 감미로운 목소리에 흠뻑 빠져들게 될 것이다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=2022+%EC%95%84%EC%B9%A8%EC%9D%84+%EC%97%AC%EB%8A%94+%ED%81%B4%EB%9E%98%EC%8B%9D+6%EC%9B%94+%EF%BC%BB%EC%86%8C%ED%94%84%EB%9D%BC%EB%85%B8+%ED%99%8D%ED%98%9C%EB%9E%80%2C+%ED%85%8C%EB%84%88+%EC%B5%9C%EC%9B%90%ED%9C%98%EF%BC%BD-+%EB%8C%80%EC%A0%84+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220203_289%2F16438655394560Wa5I_JPEG%2F269_25714651_image_url_1643865539395.jpg
147,쁘띠 콘서트,클래식 ,＜쁘띠 콘서트＞는 최상의 하모니를 위해 합창에 몰두해온 단원들의 솔리스트 기량이 마음껏 펼쳐지는 무대로 매년 주제를 설정하여 독·중창 중심의 다양한 가곡과 아리아를 연주 합니다. 미세한 숨소리 하나까지 전달하는 국내 최고의 클래식 전문 공연장인 세종체임버홀에서 고품격 성악 콘서트를 만나실 수 있습니다. ,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%81%98%EB%9D%A0+%EC%BD%98%EC%84%9C%ED%8A%B8+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220222_175%2F1645493895019bbfK8_JPEG%2F269_image_url_1645493894960.jpg
148,〈Amigo : 박규희 X 박종성〉,클래식 ,"2021년 9월, 짧은 첫 번째 만남 이후 많은 관객의 러브콜을 받아온 박규희와 박종성의 듀오 콘서트가 새로운 모습으로 관객을 찾는다. 2022년 1월, 뮤직앤아트스튜디오에서 진행된 4차례의 공연을 통해 클래식 기타의 아름답고 자유로운 음색, 심금을 울리는 하모니카의 감성적인 음색을 폭넓게 선보였으며 전 회차 매진을 기록하며 관객의 찬사를 자아낸 바 있다. 10여년간 이어져 온 두 연주자의 우정과 음악적 공감 속에서 색다르지만 거부 할 수 없는 매력적인 음악을 보다 많은 관객과 만날 수 있는 소중한 시간이 될 것이다. 탁월한 테크닉, 섬세한 표현력의 대한민국 대표 클래식 기타리스트 박규희와 국내 최초의 하모니카 전공자이자 세대를 초월한 아름다운 멜로디를 들려주는 하모니시스트 박종성의 색다른 만남. 평범하지 않은 두 악기가 만나 서로를 빛내는 듀오 프로그램, 아티스트 각자의 매력을 유감없이 드러낼 수 있는 솔로 프로그램, 스트링콰르텟과의 조화를 통해 부드럽고 따뜻한 음색의 챔버 프로그램까지 다채로움과 신선함으로 가득찬 공연이 될 것이다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%E3%80%88Amigo+%3A+%EB%B0%95%EA%B7%9C%ED%9D%AC+X+%EB%B0%95%EC%A2%85%EC%84%B1%E3%80%89+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220420_176%2F1650425348322SlXdf_JPEG%2F269_26098389_image_url_1650425348272.jpg
149,가을 반딧불이 - 부산,연극 ,"변두리에서 보트 선착장을 운영하는 삼촌 ‘정수평’와 함께 살고 있는 스물아홉의 ‘정보민’. 보민은 자신을 버리고 떠난 아버지 ‘정문평’에 대한 원망이 남아있지만, 수평과 가족의 정을 맺고 넉넉하진 않아도 현재에 만족하며 살아가고 있다. 하지만 보민의 사랑스럽진 않아도 문제는 없던 일상에 두 사람이 끼어들면서 새로운 상황을 맞이하게 된다. 보민은 호수에 던져진 돌처럼 적지 않은 파문을 남기는 두 사람이 탐탁지 않지만, 수평은 그들을 받아들인다. 새로운 형태의 가족이 만들어지는 과정을 보여주는 이 작품은 가족 해체가 당면 현실이 된 21세기에 새로운 가족의 정의를 이야기하며 강렬한 울림을 선사한다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B0%80%EC%9D%84+%EB%B0%98%EB%94%A7%EB%B6%88%EC%9D%B4+-+%EB%B6%80%EC%82%B0+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220512_256%2F1652341691953qywgG_JPEG%2F269_image_url_1652341691943.jpg
150,LA CALLAS 라 칼라스,클래식 ,"“전 노래를 할 운명이고 벗어날 수 없죠, 운명은 운명이죠” 지난 2021년 예술의전당 인춘아트홀, 마리아 칼라스의 대표곡과 함께 전석 매진을 기록하며 눈과 귀를 사로잡은 소프라노 정희경의 ‘라 칼라스’, 관객들의 뜨거운 성원으로 1년 만에 다시 돌아와 오는 6월 14일, 세종문화회관 S씨어터에서 펼쳐진다. 예술가로 살아가는 소프라노 정.희.경. 그녀의 삶과 그 속에 담긴 이야기를 대사와 노래가 있는 무대로 관객들에게 전하며 뜨거운 감동을 다시 한번 이어나가고자 한다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=LA+CALLAS+%EB%9D%BC+%EC%B9%BC%EB%9D%BC%EC%8A%A4+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220527_234%2F1653629102298FemTV_JPEG%2F269_26427539_image_url_1653629102242.jpg
151,"클래식 in 지브리 <지브리의 어서와요, 여름> - 부산",클래식 ,"<클래식 IN 디즈니>의 다음 시즌, 이번엔 지브리 음악의 세계로 초대합니다:) 미 국무부 선정, 김문정 뮤지컬 음악감독 작곡 멘티 선정! 작곡가 강유와 부산 출신 연주자들로 구성된 클래식 도담앙상블이 만나 <스튜디오 지브리>영화의 유명한 노래들을 클래식과 접목하여 들려드립니다. 지브리의 음악과 함께 준비하는 6월의 여름 밤!",,
152,블루맨그룹 월드투어,뮤지컬 ,"메가스타 월드투어로 2008년 한국을 들썩이게 했던 블루맨 그룹이 뉴욕, 라스베가스 등에서 찾아볼 수 있는 새로운 극장 버전인 '월드투어'로 14년만에 다시 찾아온다!",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B8%94%EB%A3%A8%EB%A7%A8%EA%B7%B8%EB%A3%B9+%EC%9B%94%EB%93%9C%ED%88%AC%EC%96%B4+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220405_216%2F1649140295334QBvp8_JPEG%2F269_image_url_1649140295292.jpg
153,"유정, 봄을 그리다 - 정선",뮤지컬 ,"1937년, 봄이 채 오지 않은 실레마을. 오랜 일제의 탄압으로 실레마을 사람들의 삶은 점점 참혹해진다.",,
154,관현악시리즈 Ⅳ 〈황홀경〉,클래식 ,국립국악관현악단이 검증된 국악관현악 레퍼토리를 프로젝션 맵핑 등 미디어아트와 결합한 새로운 형태로 표현한다. 단순히 곡을 설명하는 영상을 상영하는 것에 그치지 않고 해오름극장 전체를 캔버스로 활용하여 실제와 환영을 넘나드는 공감각적 경험을 제공한다. 이번 공연에는 한국적 해학과 풍자를 미디어아트로 표현하는 이이남 작가가 함께 한다. 60인조 오케스트라가 빚어내는 아름다운 자연음향과 대규모 미디어아트는 관객으로 하여금 지금껏 경험하지 못한 음악적 황홀경을 선물할 것이다.,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B4%80%ED%98%84%EC%95%85%EC%8B%9C%EB%A6%AC%EC%A6%88+%E2%85%A3+%E3%80%88%ED%99%A9%ED%99%80%EA%B2%BD%E3%80%89+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220418_82%2F16502567525013wnwB_GIF%2F269_image_url_1650256752482.gif
155,파묻힌 아이,연극 ,"아들과 어머니의 충동적 관계, 인정할 수 없는 아이의 탄생. 집안의 가장 '닷지'는 아이를 죽여 뒷마당에 매장한다. 아이를 파묻은 땅은 황폐해졌고, 오랜 시간 아무것도 자라지 않는다.",,
156,미로슬라브 꿀띠쉐프 피아노 리사이틀,클래식 ,"피아니스트 미로슬라브 꿀띠쉐프(Miroslav Kultyshev)는 1985년 러시아 문화와 예술의 고향이자 북유럽의 베니스라고 불리는 아름다운 도시 상트페테르부르크(St. Petersburg)에서 출생했다. 어려서부터 피아노를 배우기 시작한 그는 6세에 첫 공연 무대에 섰으며, 10세에는 테미르카노프(Y. Temirkanov) 지휘의 상트페테르부르크 필하모니와 모차르트 피아노 협주곡 20번을 협연하며 그 천재성을 알리기 시작한 그는 상트페테르부르크 영재 음악학교에서 쥬커(Z. Zucker)를 사사하고, 상트페테르부르크 음악원(St. Petersburg Rimsky Korsakov Conservatory)의 학부과정을 거쳐 박사과정(Aspi...",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%AF%B8%EB%A1%9C%EC%8A%AC%EB%9D%BC%EB%B8%8C+%EA%BF%80%EB%9D%A0%EC%89%90%ED%94%84+%ED%94%BC%EC%95%84%EB%85%B8+%EB%A6%AC%EC%82%AC%EC%9D%B4%ED%8B%80+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220502_90%2F1651459884011bgydE_JPEG%2F269_image_url_1651459883999.jpg
157,흉터 - 대구,연극 ,"대학교 때부터 사랑과 우정을 이어온 사회 초년생이 된 동훈, 재용, 지은. 복잡 미묘한 관계 속에서 위태로운 등산을 시작한다. 등산 중 지은은 돌발적인 사고로 인해 돌연 죽음을 맞이한다.",,
158,바흐솔리스텐서울 콰이어 정기연주회 - 바로크의 음악과 시,클래식 ,"바로크음악 전문연주단체인 바흐솔리스텐서울의 산하단체인 바흐솔리스텐서울콰이어는 2019년 바흐솔리스텐서울과 합창음악을 사랑하는 전공자들과 합창애호가들이 함께 모여 창단되었으며, 2020년 계획되었으나 코로나로 취소되었던 첫 정기연주회를 2년 만에 무대에 올리게 되었습니다. 이번 연주회에서는 바로크 성악음악의 모태였던 르네상스 모테트와 그 변천사를 다룬 프로그램으로 꾸몄으며, 합창과 독창곡으로 다양한 형태의 모테트를 통해 음악형식의 발전을 흥미롭게 바라볼 수 있습니다. 음악이 주였던 르네상스에서 가사, 즉 시가 중심이었던 바로크시대로의 변화를 드라마틱하게 보여주는 프로그...",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B0%94%ED%9D%90%EC%86%94%EB%A6%AC%EC%8A%A4%ED%85%90%EC%84%9C%EC%9A%B8+%EC%BD%B0%EC%9D%B4%EC%96%B4+%EC%A0%95%EA%B8%B0%EC%97%B0%EC%A3%BC%ED%9A%8C+-+%EB%B0%94%EB%A1%9C%ED%81%AC%EC%9D%98+%EC%9D%8C%EC%95%85%EA%B3%BC+%EC%8B%9C+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220511_65%2F1652238531744WVKlr_JPEG%2F269_image_url_1652238531688.jpg
159,복녀씨 이야기 - 부산,연극 ,"부산 자갈치시장 노총각 덕구에게 꿈 많고 당찬 몽골 아가씨 알튼 자르갈이 시집왔다. 자르갈은 몽골어로 ‘행복’이라고 한다. 이름의 뜻처럼 행복한 삶을 꿈꾸는 자르갈은 남편 덕구의 생선가게에서 생선도 열심히 팔고, 남편의 뒷바라지도 하며 부지런히 살고 있다. 생선가게 손님들에게 친절하기만 한 자르갈 앞에 자갈치시장의 트러블 메이커 박복녀 씨가 나타나 다짜고짜 생선을 내놓으라고 한다. 공짜로 생선을 줄 수 없다는 자르갈과 그냥 넘어갈 리 없는 박복녀 씨는 한 판 붙게 되고, 그 둘은 서로 앙금을 품는다. 그러던 어느 날, 술에 취한 덕구에게 손찌검을 당해 오갈 데 없이 울고 있는 자르갈과 그의 앙숙인 복...",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B3%B5%EB%85%80%EC%94%A8+%EC%9D%B4%EC%95%BC%EA%B8%B0+-+%EB%B6%80%EC%82%B0+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220512_147%2F1652348550686yIQyr_JPEG%2F269_image_url_1652348550631.jpg
160,블랭크 색소폰 앙상블 제2회 정기연주회,클래식 ,"블랭크 색소폰 앙상블은 정기적으로 자체 연주회를 기획, 공연을 비롯하여 야외공연 및 여러 문화 사업에 기여하고 있으며 클래식색소폰을 대중에게 친숙하게 다가가게 하기 위해 노력하고 있습니다. 대중에게 친숙한 악기로 여러 장르의 음악을 연주 함으로서 색다른 공연 환경을 선사하고 있으며 여러대의 색소폰이 만들어내는 블랭크 색소폰 앙상블만의 하모니는 바쁜 일상 속에 여유와 힐링을 제공합니다. ",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B8%94%EB%9E%AD%ED%81%AC+%EC%83%89%EC%86%8C%ED%8F%B0+%EC%95%99%EC%83%81%EB%B8%94+%EC%A0%9C2%ED%9A%8C+%EC%A0%95%EA%B8%B0%EC%97%B0%EC%A3%BC%ED%9A%8C+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220513_133%2F16524105815635bFVv_JPEG%2F269_image_url_1652410581519.jpg
161,피아니스트 김규연 리사이틀 - 광주,클래식 ,"‘음악의 본질을 꿰뚫는 혜안’ ‘그의 음악은 자연스럽게 흘러가는 수채화 같다’ ‘그가 만들어 내는 음악은 겸손한 매혹의 세계다’ 피아니스트 김규연은 2006년 더블린 국제 피아노 콩쿠르 준우승 및 최고의 협연자상과 모차르트 연주상을 동시에 수상하며 음악계의 기대주로 떠올랐다. 바르톡-카발레브스키-프로코피에프 국제 콩쿠르에서 우승하며 일찍이 음악계의 주목을 받기 시작하였고 미주리 서던 국제 콩쿠르 준우승, 지나 박하우어 영 아티스트 국제 피아노 콩쿠르 우승, 제네바 국제 콩쿠르에서 최연소 특별상을 수상하며 국제 무대에 이름을 알리기 시작했다. 이후, 퀸엘리자베스 콩쿠르 laureate 입상, 클리블랜드 국제 피아노 콩쿠르에서 입상하며 연주자로서의 성공적인 행보를 이어갔다. 국내에서는 한국일보 콩쿠르 대상, 예원을 빛낸 음악인상을 비롯하여 한국음악협회 신인대상, 운파상, 신한음악상, 난파음악상 등을 수상하였다. 금호영재콘서트와 금호 영아티스트 콘서트 데뷔 후 교향악축제, 평창 겨울음악제, 서울 국제음악제, 프랑스 프라드 카잘스페스티벌, 폴란드 에미나체 페스티벌, 서울 스프링 실내악 페스티벌, 부산 국제음악제, 대한민국 국제음악제, 도쿄 PTNA 페스티벌, 뉴욕 NYCA 콘서트, 마이애미 챔버뮤직 페스티벌 등에 초청되어 연주하였다. 필라델피아 오케스트라, 클리블랜드 오케스트라, 서울시향, 벨기에 국립교향악단, 뉴월드 심포니, KBS 교향악단, 더블린 RTE 내셔날 심포니, 신포니에타 크라코비아, 코리안 챔버 오케스트라, 마카오 오케스트라, 왈론 챔버오케스트라 등과 협연하였으며 카네기홀, 링컨센터, 케네디센터, BOZAR, 세브란스홀, 조던홀, 뉴월드센터, 펜데레츠키센터 등 세계 주요 공연장에서의 독주회와 실내악 연주 및 협연을 통해 뛰어난 연주력과 음악성으로 주목받고 있다. 2009년 필라델피아 오케스트라와 성공적인 북미 데뷔 무대를 가졌으며 2017년 카네기홀 데뷔 리사이틀을 통해 평단의 ‘자연스러운 음악적 흐름을 가진 연주자’라는 호평을 받았다. 같은 해 첫 솔로 데뷔 앨범 Rameau & Schubert 가 Dux 레이블에서 발매되었으며 2021년 두 번째 앨범 Voyage가 소니 클래시컬에서 발매되었다. 그는 한국예술종합학교에 영재로 선발되어 학사, 미국의 명문 커티스 음대에서 디플로마, 뉴잉글랜드 콘서바토리에서 석사학위를 수여받았다. 강충모, 러셀 셔먼 등을 사사하였고, 클리블랜드 음악원에서 세르게이 바바얀을 사사하며 아티스트 디플로마, 맨하탄 음대에서 박사학위를 취득하였다. 현재 Young Classical Artists Foundation의 Music Director, 프레스토아트 소속 아티스트로 활발한 활동 중이며, 서울대학교 음악대학 기악과 교수로 재직 중이다. ",,
162,문소정 귀국 플루트 독주회,클래식 ,"따뜻한 음색과 감각적인 해석을 바탕으로 매력적인 연주를 선사하는 플루티스트 문소정은 선화예술고등학교를 거쳐 경희대학교 음악대학 기악과를 졸업하였다. 이후 도미하여 뉴욕 매네스 음악대학(Mannes College of Music)에서 장학금을 수혜하며 석사과정(M.M)을 졸업하였고 뉴욕주립대 스토니브룩(Stony Brook University)에서 박사과정(D.M.A) 장학생으로 졸업하며 전문연주가로서의 탄탄한 기반을 마련하였다. 음악대학 재학 중 Lindenbaum Music Festival Orchestra 단원으로 뽑혀 필라델피아 오케스트라 상임 지휘자인 사를르 뒤투와(Charles Dutoit) 지휘 아래 예술의전당에서의 연주를 통해 두각을 나타내었다. 음연콩쿨 1위 없는 2위, 음악교육신문사콩쿨 1위, 한국음악협회콩쿨 2위 등 다수의 콩쿨에서 입상하며 국내콩쿨뿐 아니라 국제무대에서도 뛰어난 기량을 발휘한 그녀는, 미국의 Friends of Flutes 재단으로부터 장학금을 수여받으며 그 기량을 인정받았다. ​ 19년 5월 뉴욕 Queensboro Symphony Orchestra의 초청으로 Mozart Flute Concerto No. 1, K. 313을 성공적으로 협연하였고, 18년 Queensboro Symphony Orchestra의 객원 수석 플루티스트로 뉴욕에 있는 UN 대한민국 대표부에서 아리랑을 연주하였다. 또한 유학시절 18년 Brooklyn Metro Chamber Orchestra, 17-18년 Lake George Music Festival Orchestra, 17년 International Masters Academy of Opera Orchestra에서 객원 플루티스트로 참여하여 오케스트라 연주자의 견문을 넓히며 뉴욕의 링컨센터, 엘리스 툴리 홀, 카네기 홀 등에서 다수의 연주회를 가졌다. 솔로 연주자로서의 활동 외에도 실내악 연주자로서 활발하게 활동하여 뉴욕 Amor Soloists, Fifth Circle Woodwind Quintet의 리더로서 활동하였으며 이외에도 Concept Lab 현대음악앙상블 초청으로 Volume No. 5 Series 연주와 New Asia Chamber Music Society의 실내악 단원으로 활동하며 현대음악 연주자로서의 능력을 키워나갔다. 더불어 21년 현대 여성 작곡가로만 구성된 Modern Women 플루트 독주회를 한국음악협회 지원을 받아 개최하고, 제5회 한국플루트학회 신인음악회, 서초실내악축제 선발 연주에 참여하는 등 다양한 활동을 하며 국내에서도 관객들과 소통하고 있다. 플루티스트 문소정은 메네스 음대 Keith Underwood 교수, 뉴욕주립대 Carol Wincenc 교수를 사사했으며, 국내에서는 안명주, 오신정, 박민상에게 사사하였다. 현재 선화예중, 계원예중, 인천예고 출강 및 한국플루트학회 이사, 버라이어티 뮤직 그룹 소속 아티스트, 앙상블 유포리아 단원, 서울오케스트라 플루트 단원으로 활발히 연주 활동을 하고 있다. 또한 22년 서울문화재단 예술창작문화지원사업에 선정되어 다양하고 신선한 현대음악 레파토리로 앙상블 연주를 할 예정이다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%AC%B8%EC%86%8C%EC%A0%95+%EA%B7%80%EA%B5%AD+%ED%94%8C%EB%A3%A8%ED%8A%B8+%EB%8F%85%EC%A3%BC%ED%9A%8C+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220527_273%2F1653639908569psphQ_JPEG%2F269_26332502_image_url_1653639908506.jpg
163,올댓첼로앙상블 “K-Music Festa” - 대전,클래식 ,"""Do You Know K-Music?"" 지극히 높은 문화의 힘을 가진 나라가 되길 간절히 소원하셨던 백범 김구 선생님의 말씀대로 K- Culture가 세계 속에서 꽃을 피우고 그 아름다움과 높은 수준을 인정받는 시대가 되었다. 올댓첼로앙상블은 한국에서 창작된 모든 쟝르의 음악을 K–Music으로 칭하며 함께 즐길 수 있는 축제를 기획하였다. 올댓첼로앙상블은 비발디 사계 전곡을 첼로솔로와 단일악기앙상블 반주로 대전 초연에 이어 유투버 첼로댁과 함께 연주한 공연에서도 피아졸라의 사계 전악장을 성공적으로 연주하며 수준 높은 연주력으로 큰 호응을 받은 바 있으며, 일찍이 베를린 필하모닉 오케스트라의 12첼리스트가 비틀즈의 음반으로 세계적인 반향을 일으키며 첼로앙상블의 뿌리가 된 것처럼 클래식에 만족하지 않고 관객들에게 더 가까이 다가설 수 있도록, K-pop으로 한국의 음악무대가 곧 세계의 메인 무대라는 것을 증명하며 빌보드를 휩쓴 대한민국 방탄소년단의 음악과 한국의 대중음악들, 드라마, 영화 OST로 K-Culture, K-Music의 축제를 관객들과 함께 즐길 수 있는 아주 특별한 음악회를 선사한다.",,
164,2022 보훈댄스페스티벌,클래식 ,한국을 대표하는 중견무용가들의 춤판인 ‘무색(舞色) - 춤의 빛깔’은 현재 무용계를 이끌어 가고 있는 무용가들의 공연이다. 본 공연을 통해 중견 무용가들의 농후하고 숙련된 춤의 아름다움을 느낄 수 있을 것이다.,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=2022+%EB%B3%B4%ED%9B%88%EB%8C%84%EC%8A%A4%ED%8E%98%EC%8A%A4%ED%8B%B0%EB%B2%8C+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220524_49%2F1653375766301XpJrQ_JPEG%2F269_26401385_image_url_1653375766117.jpg
165,2022 서울시향 티에리 피셔의 생상스 교향곡 2번 ①,클래식 ,"전 수석객원지휘자 티에리 피셔와 서울시향의 2022년 두 번째 정기공연은 브람스와 생상스의 작품들로 꾸며진다. 두 작곡가는 각각 독일과 프랑스라는 전혀 다른 지역에서 활동했지만 비슷한 시기 태어나서 유럽을 중심으로 활동했다. 그들이 태어나던 시대 이미 전 유럽을 평정했던 베토벤의 거대한 아우라 속에 있었다는 점, 그리고 베토벤 사후 각기 독자적인 방식으로 아우라를 받아들여 포스트 베토벤의 전통을 계승했다는 점도 이들이 공유하는 공통점이다. 브람스는 비슷한 시기에 같은 성격의 다른 작품들을 동시에 작곡한 경우가 많았다. 첫 곡으로 연주될 ‘비극적 서곡’은 그의 또 다른 대표적 서곡인 ‘대학축...",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=2022+%EC%84%9C%EC%9A%B8%EC%8B%9C%ED%96%A5+%ED%8B%B0%EC%97%90%EB%A6%AC+%ED%94%BC%EC%85%94%EC%9D%98+%EC%83%9D%EC%83%81%EC%8A%A4+%EA%B5%90%ED%96%A5%EA%B3%A1+2%EB%B2%88+%E2%91%A0+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20211214_230%2F1639460211415XR3LH_JPEG%2F269_25475360_image_url_1639460211342.jpg
166,조지현의 Beethoven Cycle 14,클래식 ,"2016년 10월부터 진행되는 '조지현의 Beethoven Cycle'은 베토벤의기악 소나타 전곡 연주 프로젝트입니다. 32곡의 피아노 소나타와 10곡의 바이올린 소나타, 5곡의 첼로 소나타, 1곡의 호른 소나타를 포함한 베토벤의 기악 소나타 전곡이 연주됩니다. ",,
167,하멜린,연극 ,"“어린아이를 성추행 하는 사람이 있어요!” 지난밤 걸려온 한 통의 제보 전화, 검사 몬테로는 어린아이들이 찍힌 추잡한 사진을 앞에 두고 이른바 신망 두터운 지역사회의 리더, 리바스와 마주한다. 그러나 빈민가 아이들을 후원해왔던 리바스의 혐의를 뒷받침하는 것은 10살짜리 피해자 호세 마리의 증언뿐. 몬테로는 이렇다 할 증거를 잡지 못한 채, 오히려 호세 마리의 증언에 의심을 품는다. 몬테로는 심리상담사 라켈의 도움으로 아이의 부모 파코와 펠리를 만나고, 이들 부부와 리바스와의 관계를 되짚으며 몬테로는 사건의 진척이 있으리라 기대한다. 그러나 사건을 파헤칠수록 드러나는 것은 충격적인 진실... 과...",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B3%B5%EC%97%B0+%ED%95%98%EB%A9%9C%EB%A6%B0+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220602_298%2F1654161551105jJ8fb_GIF%2F269_26411554_image_url_1654161551036.gif
168,굿 세워라 금순아 - 대전,뮤지컬 ,"글월 '문'에, 봉우리 '봉'자를 쓰는 문봉리 마을에는 ""숲을 베어내면 마을에 흉년이 들고, 병들어 죽는 사람이 생기며, 결국에는 마을이 소멸된다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B5%BF+%EC%84%B8%EC%9B%8C%EB%9D%BC+%EA%B8%88%EC%88%9C%EC%95%84+-+%EB%8C%80%EC%A0%84+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220511_216%2F1652253716771j0UX9_JPEG%2F269_image_url_1652253716719.jpg
