,title,sub_title,intro,link_url,image_url
40,무지의 베일,연극 ,의문의 공간에 모인 6명의 사람들 이들은 모두 죽었다.,,
41,다락_굽은 얼굴,연극 ,"이 이야기는 잃어버린 시간에 대한 상념이다. 기억의 양면, 행복과 불행을 이루는 삶의 순간순간이 한 사람의, 한 부부의 기억 속에서 편집되고, 재발견되는 현상에 관한 이야기다.",,
42,"빠, 쁘리카",연극 ,"""쁘리가 사라지면 종말이 찾아올 것이다.' 쁘리숲에 살면서 '쁘리'를 관리하며 살고 있는 '도도, 미미, 시시'. 그들은 최고의 쁘리를 키워냈던 할아버지가 알려준 대로 열심히 쁘리를 가꾼다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B9%A0%2C+%EC%81%98%EB%A6%AC%EC%B9%B4+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220523_27%2F1653284698232Exte8_JPEG%2F269_image_url_1653284698155.jpg
43,박경호 플루트 리사이틀,클래식 ,"일찍이 러시아 상트페테르부르크 국립음악원 예비학교를 수료하며 데뷔한 플루티스트 박경호는 선화예고, 한국예술종합학교 음악원을 우수한 성적으로 졸업하고, 독일 프라이부르크 국립음대에서 석사과정 (Diplom), 마인츠 국립음대에서 박사과정(Konzertexamen)을 최고점수(mit Auszeichnung)로 졸업하며 전문연주자로서 도약과 성장을 멈추지 않았다. 대구 TBC콩쿨, 음악교육신문사 콩쿨, 마인츠 음대 콩쿨 등 국내외 다수의 콩쿨에서 플루트 부문 최고상과 입상을 거듭하며 그 실력을 입증하였고, 금호 영아티스트 리사이틀을 시작으로 선화예고 정기연주회, 일본 동경, 삿포로 플루트 컨벤션 초청 연주, 대한민국 국제관악제 초청 연주, 강남심포니, 과천시향, 구리시향, 국립국군교향악단, 독일 마인츠 오케스트라 등과 초청 협연 및 연주를 통해 기량을 닦아나갔다. 솔리스트로서의 활동뿐만 아니라 독일 마인츠 시립오케스트라 Junge Ensemble 단원을 역임하며 해외 저명 아티스트 및 마에스트로와 호흡을 맞췄고, 국내 서울시향, 부천필하모닉, 코리안심포니, 충북도립교향악단, 인천시향, 춘천시향, 프라임필하모닉, 강남심포니, 대한민국 국제관악제 페스티벌 오케스트라 등 유수 오케스트라의 객원 수석 및 객원 단원을 역임하였다. 또한 귀국 후 예술의전당에서 독주회를 시작으로 엘랑 목관오중주, 엘랑 챔버오케스트라 등 솔로와 실내악 무대를 넘나들며 활발한 활동을 펼치고 있으며 다수의 뮤직페스티벌 등에서 참가 및 연주하며 보다 넓고 다양한 음악적 스펙트럼을 쌓아오고 있다. 김동수, Felix Renggli, Dejan Gavrić, Sarah Louvion, Valentine Zverev를 사사한 플루티스트 박경호는 한국국제예술원 전공실기 및 실내악 교수를 역임하였고, 현재 성신여대, 선화예고, 인천예고, 충남예고, 고양예고, 한국예술영재교육원 건국대학교 음악영재 교육원, 동아대학교에 출강하며 후학 양성에도 큰 열정을 쏟고 있다. 2020년부터 세계적 클래식 악기브랜드 야마하 뮤직의 아티스트로 선정되어 클래식 음악의 저변 확대를 위해 활동하고 있으며, 2021년 플루트 교육매거진 올댓플루트의 아티스트 프로젝트 '귀감'에 선정되어 플루트 연주와 교육에 귀감이 되는 활동을 이어가고 있다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B0%95%EA%B2%BD%ED%98%B8+%ED%94%8C%EB%A3%A8%ED%8A%B8+%EB%A6%AC%EC%82%AC%EC%9D%B4%ED%8B%80+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220525_38%2F1653456941364Eh3na_JPEG%2F269_image_url_1653456941305.jpg
44,한화생명과 함께하는 예술의전당 11시 콘서트(6월),클래식 ,"매월 두 번째 목요일 아침, 향긋한 커피 향과 함께 찾아오는 예술의전당 <11시 콘서트> 2022년 Season 18에는 부드러운 저음을 가진 새로운 해설자 성악가 손태진과 함께 국내외에서 활발하게 활동하는 실력파 신진 지휘자와 솔리스트의 무대로 꾸며질 예정입니다. 강남심포니·과천시향·프라임필·코리아쿱·한경필하모닉과의 호흡으로 풍성하고 다채로운 클래식 음악의 향연을 즐기실 수 있습니다. ",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%95%9C%ED%99%94%EC%83%9D%EB%AA%85%EA%B3%BC+%ED%95%A8%EA%BB%98%ED%95%98%EB%8A%94+%EC%98%88%EC%88%A0%EC%9D%98%EC%A0%84%EB%8B%B9+11%EC%8B%9C+%EC%BD%98%EC%84%9C%ED%8A%B8%286%EC%9B%94%29+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220411_210%2F1649653855760h0iFv_JPEG%2F269_26041882_image_url_1649653855748.jpg
45,The Class Concert with 임동혁,클래식 ,"피아니스트 임동혁과 함께하는 < The Class Concert > 그 첫 번째 이야기 한국인이 가장 사랑하는 두 작곡가 라흐마니노프 <피아노 협주곡 제2번>, 차이콥스키 <교향곡 제5번> The Class Concert: 지금까지 만나보지 못한 고품격 음악회로 초여름 저녁, 우리 가슴에 뜨거운 열정을 안겨주고자 여러분을 찾아갑니다. 세계를 무대로 자신을 담아낸 음악을 건반에서 펼치고 있는 황금손 피아니스트 임동혁과 견고한 안정감과 탁월한 리더쉽을 바탕으로 한국을 대표하는 지휘자로 활동하고 있는 마에스트로 장윤성, 악장 바이올리니스트 신아라를 필두로 디토 오케스트라에서 활동하는 멤버들이 함께하는 칼리오...",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=The+Class+Concert+with+%EC%9E%84%EB%8F%99%ED%98%81+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220413_50%2F1649824351754YMb15_JPEG%2F269_image_url_1649824351741.jpg
46,장수탕 선녀님 - 고양,가족/아동 ,"우리 동네에는 오래된 목욕탕이 있다. 큰 길에 새로 생긴 스파랜드에는 게임방도 있고 얼음 방도 있다는데, 엄마는 오늘도 '장수탕'이다. 그런데......",,
47,가일플레이어즈의 음악선물,클래식 ,"현악기, 관악기, 피아노, 성악의 연주자들이 함께 하는 수준급 앙상블인 '가일 플레이어즈' 정기연주회로, 다양하면서도 귀에 익은 프로그램 편성과 연주자의 해설, 악기에 대한 설명 등으로 감동과 재미를 선사하는 선물같은 시간.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B0%80%EC%9D%BC%ED%94%8C%EB%A0%88%EC%9D%B4%EC%96%B4%EC%A6%88%EC%9D%98+%EC%9D%8C%EC%95%85%EC%84%A0%EB%AC%BC+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220427_203%2F16510387752607WM7f_JPEG%2F269_image_url_1651038775204.jpg
48,청춘 라이더,연극 ,연기를 그만둔다고? 함께 꿈을 꿔오던 준수의 예상치 못한 이야기. 친구들은 충격을 받는다. 아쉬운 마음에 마음을 돌리려는 친구들. 여태 자신들이 왜 꿈을 꿔왔는지 정말 포기를 해야하는지 스스로를 알아가기 위해 마지막 연극을 만드는 여정을 떠나게 된다.,,
49,하시하지 - 대전,연극 ,"한국 대표 마당극 극단의 무료 공연! 관객과 배우가 함께 떠나는 100년 시간 여행! 시공간을 넘나드는 구성, 미디어 아트, 전통 악기의 선율과 제29회 전국 무용제에서 대상을 수상한 현대무용단 <메타댄스프로젝트>와의 협업으로 새로운 공연을 선보입니다. 식민지 역사의 처절한 현장이었던 근현대사 전시관(옛 충남도청사)에 대전이 낳은 독립운동가 신채호가 나타납니다. 역사를 잊은 민족에게 미래는 없다던 그가 무덤에서 일어나 지금 시대를 목격한다면 어떤 심정일까요? 자유와 희망을 갈망하던 그날의 민중이 되는 공연 '하지하지'에 여러분을 초대합니다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%ED%95%98%EC%8B%9C%ED%95%98%EC%A7%80+-+%EB%8C%80%EC%A0%84+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220517_131%2F1652768732730mDV2m_JPEG%2F269_26191084_image_url_1652768732718.jpg
50,이 구역의 이기적인X - 서울,연극 ,영재와 헤어지고 이별 역에 도착한 나은은 복수 역으로 가기 위해 버스를 기다린다. 그곳에서 사랑 역으로 가려고 하는 의문의 한 남자를 만난다. 사랑에 실패만 하던 나은은 그 남자에게 이별 얘기를 털어놓는다.,,
51,오이디푸스 온 더 튜브,연극 ,"지난 대선에 여론에 힘입어 테베의 대통령으로 당선된 오대수(오이디푸스)는 사상 초유의 전염병으로 국정운영에 어려움을 겪는다. 이 문제를 해결하려 자국 제약회사에 전폭적인 지원을 거듭한 끝에 세계 최초 백신 및 치료제 생산을 확정 짓지만, 다음 날 아침 신원을 알 수 없는 테러리스트가 대통령을 지목하여 기이한 요구사항을 전달하는데...",,
52,2022 서울시향 티에리 피셔의 라벨 ‘다프니스와 클로에’ ①,클래식 ,"서울시향 수석객원지휘자로 활동한 티에리 피셔의 모처럼의 복귀 무대. 마르쿠스 슈텐츠와 달리 피셔는 팬데믹 기간 동안 공연이 취소되는 등 서울시향과의 조우가 요원했다. 오프닝은 티에리 피셔와 같은 스위스 제네바 출신이자 동년배 작곡가인 미카엘 자렐의 ‘그림자들’로 시작된다. 자렐은 루체른 페스티벌과 잘츠부르크 페스티벌 등 주요 음악제에서 작품을 위촉하는 가장 인지도 높은 스위스 중견 작곡가이다. 악기의 뉘앙스를 음향적으로 섬세하고 탁월하게 사용한다는 평가를 얻고 있으며, ‘그림자들’은 그의 2011년 작품이다. 이어지는 프로코피예프 피아노 협주곡 1번은 러시아 태생의 젊은 비르투오소로 각광...",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=2022+%EC%84%9C%EC%9A%B8%EC%8B%9C%ED%96%A5+%ED%8B%B0%EC%97%90%EB%A6%AC+%ED%94%BC%EC%85%94%EC%9D%98+%EB%9D%BC%EB%B2%A8+%E2%80%98%EB%8B%A4%ED%94%84%EB%8B%88%EC%8A%A4%EC%99%80+%ED%81%B4%EB%A1%9C%EC%97%90%E2%80%99+%E2%91%A0+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20211214_207%2F1639459058465JcCTl_JPEG%2F269_25475307_image_url_1639459058412.jpg
53,2시간탈출 졸탄쇼 - 광주,연극 ,"tvn 코미디빅리그 시즌 1~3에서 선보인 <싸움의 기술>, <졸탄극장>, <이름대소동> 등으로 코빅 전성기를 이끌었던 졸탄의 코너들을 바로 눈앞에서 생생하게 즐길 수 있습니다.",,
54,2022 임영웅 콘서트 [IM HERO] - 광주,콘서트 ,여러분과 함께하는 봄은 늘 제게 꿈이고 행복이었습니다. 긴 겨울 끝에 찾아온 봄의 시작 설레임으로 다시 쓰는 우리들의 이야기,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=2022+%EC%9E%84%EC%98%81%EC%9B%85+%EC%BD%98%EC%84%9C%ED%8A%B8+%5BIM+HERO%5D+-+%EA%B4%91%EC%A3%BC+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220407_275%2F1649295659702GyXRv_JPEG%2F269_25951998_image_url_1649295659669.jpg
55,지킬 앤 하이드 - 전주,뮤지컬 ,"지금 이 순간, 단 하나의 선택! 뮤지컬 <지킬앤하이드> 대한민국 뮤지컬 역사상 가장 압도적인 흥행작. 2004년 국내 초연 이후 누적 회차 1,410회, 평균 객석 점유율 95%, 누적 관객수 150만 명을 돌파한 그 누구도 넘볼 수 없는 명성! 대한민국 뮤지컬의 절대적 기준이자 살아있는 신화 <지킬앤하이드>가 오디컴퍼니 창립 20주년 세 번째 라인업으로 돌아온다. 당신의 심장을 뛰게 할 전율의 무대. 대중적으로 큰 사랑을 받고 있는 대표곡 'This is the Moment', 아름답고 서정적인 선율의 'Someone Like You', 'Once Upon a Dream', 숨이 멎을 듯 강렬한 'Alive', 'The Confrontation'까지! 한국인이 가장 사랑하는 작곡가 프랭크 와일드혼의 주옥같은 넘버와 함께 최고의 무대를 선보인다. 끝나지 않은 신화를 이어갈 레전드 캐스트. 지킬과 하이드를 넘나드는 고난도 연기력과 폭발적인 가창력으로 선과 악의 양면성을 보여줄 ‘지킬/하이드’역의 류정한, 홍광호, 신성록. 강렬한 매력으로 비극적 로맨스를 더할 ‘루시’역의 윤공주, 아이비, 선민. 변함없는 사랑으로 지킬의 곁을 지키는 ‘엠마’역의 조정은, 최수진, 민경아까지. 전설의 주역과 NEW 캐스트의 만남으로 다시 한번 흥행 열풍을 이어간다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%A7%80%ED%82%AC+%EC%95%A4+%ED%95%98%EC%9D%B4%EB%93%9C+-+%EC%A0%84%EC%A3%BC+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220404_76%2F1649047009067M5yiC_JPEG%2F269_25967021_image_url_1649047009056.jpg
56,김수아 첼로 독주회,클래식 ,"탁월한 음악적 감각과 풍부한 표현력으로 주목받는 첼리스트 김수아는 선화예술중·고등학교를 졸업한 뒤 미국으로 건너가 존스홉킨스대학교 피바디 음악대학(Peabody Institute of The Johns Hopkins University)에서 Peabody Merit Scholarship을 수혜하며 학사 및 석사 졸업하였고 보스턴 대학교(Boston University)에서 “The Russian Influence and Extended Cello Technique of Britten’s Cello Suite No. 3, Op. 87” 주제로 렉쳐 리사이틀을 발표하며 박사학위(Doctor of Musical Arts)를 취득하였다. 일찍이 선화 실기우수상을 수상하며 두각을 나타내었던 그녀는 선화예고 ...",,
57,"［잠들기 전, 심야극장Ⅰ］ 김정원x임동혁 - 대전",클래식 ,"코로나19 대응 프로젝트로 2021년 시작한 온라인 콘텐츠 [잠들기 전 심야극장]. 개관 이후 처음 시도한 심야공연은 관객과 활발히 소통하는 연주자 구성으로 폭발적인 관심과 호응을 얻으며 비대면 시대 새로운 공연 컨셉으로 부상했다. 올해는 피아노계 원조 아이돌 피아니스트 김정원이 진행과 연주의 중심을 맡고 젊은 연주자들이 그와 호흡을 맞춰 감미로운 밤의 음악을 들려준다. 심야의 공연장에서 뿐만 아니라 유튜브, 네이버 TV를 통해서도 만날 수 있는 [잠들기 전 심야극장]은 여러분의 귓가에 소곤소곤 마음 따뜻해질 이야기와 음악을 선사한다. 새롭고 아름다운 경험이 될 잠들기전 밤 10시! 심야극장과 함께 하시길. ",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EA%B3%B5%EC%97%B0+%EF%BC%BB%EC%9E%A0%EB%93%A4%EA%B8%B0+%EC%A0%84%2C+%EC%8B%AC%EC%95%BC%EA%B7%B9%EC%9E%A5%E2%85%A0%EF%BC%BD+%EA%B9%80%EC%A0%95%EC%9B%90x%EC%9E%84%EB%8F%99%ED%98%81+-+%EB%8C%80%EC%A0%84+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220414_247%2F1649919426766YGtBc_JPEG%2F269_image_url_1649919426753.jpg
58,웃는 남자,뮤지컬 ,"‘부자들의 낙원은 가난한 자들의 지옥으로 세워진 것이다’ 17세기 영국, 아이들을 납치해 기형적인 괴물로 만들어 귀족들의 놀잇감으로 팔던 인신 매매단 콤프라치코스에 의해 기이하게 찢겨진 입을 갖게 된 어린 그윈플렌은 매서운 눈보라 속에 홀로 버려진다. 살을 에는 추위 속을 헤매던 그윈플렌은 얼어 죽은 여자의 품에 안겨 젖을 물고 있는 아기 데아를 발견하고 우연히 떠돌이 약장수 우르수스를 만나 도움을 청한다. 우르루스는 평소 인간을 혐오하지만 두 아이를 거두기로 결심하고 그윈플렌의 기형적인 미소와 눈 먼 데아의 이야기를 이용해 유랑극단을 꾸린다. 어느덧 성장한 그윈플렌은 기이한 미소 덕분에 유...",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%9B%83%EB%8A%94+%EB%82%A8%EC%9E%90+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220419_17%2F1650346466757hY5HR_JPEG%2F269_26077495_image_url_1650346466692.jpg
59,오! 나의 귀신님 - 대구,연극 ,사랑에 상처받고 그 충격에 기억상실까지! 깨어나보니 낯선 남자의 집? 연애의 '연'도 모르는 모(태)솔(로) '재림'. 기억과 함께 연애세포도 바사삭 없어진 '한별'. 그런 그녀의 몸에 한 많은 처녀귀신이!?,,
60,알사탕 - 수원,가족/아동 ,"문방구에서 산 알사탕 한 봉지. 사탕 한 알을 입에 넣자, 원래는 들을 수 없던 소리가 들린다! ""동동아~ 동동아~"" 마법의 사탕이 들려주는 마음의 소리! 다음엔 또 누구의 소리가 들릴까?",,
61,부천필하모닉오케스트라 해설음악회 IV - 세계의 음악여행 '이탈리아',클래식 ,"부천필하모닉오케스트라 해설음악회는 해마다 다른 테마의 프로그램과 해설을 통해 클래식 입문자부터 애호가까지 폭넓게 즐길 수 있는 음악회이다. 2022년 부천필 해설음악회의 주제는 ‘세계의 음악여행’으로 오스트리아, 체코, 프랑스, 이탈리아, 미국과 영국의 클래식 음악을 5회에 걸쳐 소개한다. 네 번째 해설음악회에서는 지휘자 김현수와 이탈리아 공인건축사 정태남이 이탈리아와 관련된 작품들로 음악여행을 가이드한다. ",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B6%80%EC%B2%9C%ED%95%84%ED%95%98%EB%AA%A8%EB%8B%89%EC%98%A4%EC%BC%80%EC%8A%A4%ED%8A%B8%EB%9D%BC+%ED%95%B4%EC%84%A4%EC%9D%8C%EC%95%85%ED%9A%8C+IV+-+%EC%84%B8%EA%B3%84%EC%9D%98+%EC%9D%8C%EC%95%85%EC%97%AC%ED%96%89+%27%EC%9D%B4%ED%83%88%EB%A6%AC%EC%95%84%27+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220427_200%2F165104726724230Eni_JPEG%2F269_image_url_1651047267179.jpg
62,장수상회 - 천안,연극 ,"융통성이라곤 전혀 없는 까칠한 노신사 ‘성칠’. ‘장수상회’를 지켜온 오랜 모범 직원인 그는 참전용사라는 자부심은 넘쳐도 배려심, 다정함 따윈 잊은 지 오래다. ‘장수상회’ 옆집에 꽃가게를 연 고운 외모의 ‘금님’. 퉁명스러운 공세에도 언제나 환한 미소를 보여주는 소녀 같은 그녀의 모습에 성칠은 당혹스러워 하고, 그런 그에게 갑작스레 금님은 저녁을 먹자고 제안한다.",,
63,에쿠우스 - 부산,연극 ,작품 속 주인공 알런 스트랑은 7마리 말의 눈을 찌르는 괴기스러운 범죄를 저지르게 된다. 이 사건을 계기로 알런은 정신과 치료를 위해 정신과 의사인 다이사트에게 보내진다.,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EC%97%90%EC%BF%A0%EC%9A%B0%EC%8A%A4+-+%EB%B6%80%EC%82%B0+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220510_279%2F1652165219744B4qro_JPEG%2F269_26156471_image_url_1652165219692.jpg
64,THE AIR HOUSE,뮤직페스티벌 ,2박 3일간 진행 되는 'NATURE MUSIC FESTIVAL'48시간 펼쳐지는 논스톱 Nature Music Experience THE AIR HOUSE 에서 행복을 찾으세요.,https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=THE+AIR+HOUSE+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220503_22%2F1651547508873TlG6X_JPEG%2F269_26166816_image_url_1651547508811.jpg
65,빨래 - 서울,뮤지컬 ,"여전히 ‘비 오는 날’을 살아가는 ‘우리’ 다른 듯 닮아 있는 ‘우리’의 이야기 당신의 어둡고 막막한 시간과 함께하는 공연 <빨래> 뮤지컬 <빨래>는 2005년 초연 이래 17년이 넘는 시간 동안 누적관객 100만 명과 함께 하며 5,000회 이상의 공연을 기록, 오랜 시간 다양한 관객들의 마음속 얼룩과 먼지를 털어냈다. ＇빨래＇를 통해 희망과 용기를 전하는 우리의 이야기, 나의 삶과 닮은, 담백하지만 드라마틱한 이야기. 바람이 우릴 말려 줄 거예요 당신의 아픈 마음 꾹 짜서 널어요!",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=%EB%B9%A8%EB%9E%98+-+%EC%84%9C%EC%9A%B8+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220509_217%2F1652066968103dpaPl_JPEG%2F269_image_url_1652066968093.jpg
66,황규연 비올라 독주회,클래식 ,"비올리스트 황규연은 14세에 모스크바로 도러하여 모스크바 차이코프스키 국립음악원 부설고등음악학교를 거쳐 모스크바 차이코프스키 국립음악원 학사, 석사, 최고연주자 과정을 최우수 졸업하였다. 차이코프스키 음악원 재학시절 “Music Anyday” 국제콩쿠르 1위, 핀란드 “JS Fest” 국제 뮤직 페스티벌 2위, 아스트라한 영 아티스트 콩쿠르 2위, 국제 뮤직 콩쿨-페스티발 “MAGIC SOUNDS OF PRAGUE” 1위, 모스크바 문화부 주관 영 아티스트 로맨틱 뮤직 페스티벌 비루투오조상, 톨리야티 국제콩쿠르 3위, “Music Art” 국제 영 퍼포먼스 콩쿠르 2위 등에 입상하였고 독주 부문 뿐만 아니라 앙상블 연주자로서 International Competition of Young Performers dedicated to Prokofiev 현악사중주 부문 2위, 민주평통 자문회의 모스크바 협의회 주최 통일 창작 문예 학술제 공연부문 대상, 모스크바 국제 클래식뮤직 포럼 듀오 부문 1위 입상 등 국제적으로 뛰어난 실력을 인정받았다. 야마하 아트센터, 먀스콥스키홀, 키슬롭스키홀 등에서 다수의 독주회를 가진 황규연은 주한 러시아 대사관 초청연주, 단테 도서관 초청연주, 푸쉬킨 문학상 초청연주, 모스크바음악원 볼쇼이홀, 말릐홀, 라흐마니노프홀, 프로코피예프홀, 글린카 박물관, 푸쉬킨 박물관, 차이코프스키 생가 박물관, 모스크바 작곡가의집, 모스크바 국영백화점 데몬스트레이션홀, 대전실내악축제 초청연주, 대전예술기획 25주년 초청연주, 영산아트홀 솔리드앙상블 정기연주회, 최양업홀 정오음악회, 월간평택문화 초청연주, 페리지홀 런치콘서트 등 국내 및 해외 각지에서 독주 및 앙상블 연주자로서 활발한 활동을 이어가고 있다. 이외에도 미하일 쿠겔, 미하일 베뉴모프 등 저명한 연주자들의 마스터 클래스에 참가하여 음악적 견문을 넓혔으며 특히 세계적인 비올리스트 유리 바쉬메트가 이끄는 Sochi International Winter Art Festival Academy에 참가하여 연주영상이 러시아 공영방송 문화채널에서 방영되었다. M.Sitkovskaya, E.Markova, G.Odinez, F.Belugin 을 사사하고 실내악과정에서 I.Kandinskaya를 사사한 비올리스트 황규연은 솔리드 앙상블, 듀오 아띠랑스, 앙상블 아울라 멤버로 활동중이며 2018년 귀국독주회를 시작으로 성전봉헌 감사음악회, 솔리드 앙상블 제2회 정기연주회, 류드밀라 남 추모음악회, 미술관 음악회, 2019 영산아트홀 스트링콘서트, 평화와 치유 북 콘서트, 솔리드 앙상블 송년음악회, 솔리드 챔버 앙상블 힐링콘서트 등 다양한 연주활동으로 청중들을 만나고 있다. ",,
67,2022 신용재 소극장 콘서트 ‘사계 (四季)’,콘서트 ,"따뜻하지만 쓸쓸하고, 때로는 포근하고 시원한 사계절의 음악을 가깝게 마주 보며 전해줄 신용재의 소극장 콘서트 '사계 (四季)'로 여러분을 초대합니다.",https://search.naver.com/search.naver?where=nexearch&sm=top_hty&fbm=0&ie=utf8&query=2022+%EC%8B%A0%EC%9A%A9%EC%9E%AC+%EC%86%8C%EA%B7%B9%EC%9E%A5+%EC%BD%98%EC%84%9C%ED%8A%B8+%E2%80%98%EC%82%AC%EA%B3%84+%28%E5%9B%9B%E5%AD%A3%29%E2%80%99+%EC%A0%95%EB%B3%B4,https://search.pstatic.net/common?type=o&size=174x242&quality=75&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220517_287%2F1652752453897aH5dJ_JPEG%2F269_image_url_1652752453884.jpg
68,벙어리장갑 - 부산,연극 ,"승진은 군대를 막 전역한 예비역이다. 복학까지 남은 2주간 신나게 놀 생각뿐인 그, 생일을 맞아 친구들과 함께 나이트클럽을 가는데... 시끄러운 스테이지의 한 쪽 구석, 고딩처럼 보이는 외모에 책가방을 메고 있는 이레와 눈이 마주치자 이상형이라도 찾은 양 작업을 걸기 시작하고. 온갖 멘트를 날리며 꼬셔보려 하지만, 아무런 대답도 보이지 않은 채 승진의 입만 쳐다보고 있는 이레. 조용히 휴대폰을 꺼내 빛의 속도로 카톡을 쓴 뒤 보란 듯 그의 얼굴에 들이댄다. - 나 말 못 해 - - 읽지 않는 카톡 2718개 - 그날부터 찰거머리처럼 달라붙는 이레를 떼어놓기 위해 전쟁 같은 하루를 보내게 되는 승진은 과연 이레에...",,
69,용을 쫓는 사냥꾼 - 전주,가족/아동 ,아 긍께 어느 날 갑자기 전주 한옥마을에 요상하게 생긴 사냥꾼이 찾아왔당께 뭐더는 사람들인고 허니 아 글씨~ 용을 쫓는 사냥꾼들이라고 알랑가몰라,,
70,재즈 앳 에무 <겨울에서봄>,콘서트 ,"흥겨움과 감동이 울려퍼지던 금요일 저녁, 2년만에 <재즈 앳 에무>가 다시 돌아옵니다!",,
